datetime,duration_execution,method,environment,step,goal_sample_rate,corner_sample_rate,max_iterations,iterations,path_length
2024-12-22-13-34-26,37.839438676834106,RRT*,env,4,0.1,0.0,2250,147,57.61886156755422
2024-12-22-13-34-26,0.519874095916748,RRT,env,4,0.1,0.0,2250,445,73.79597486498994
2024-12-22-13-35-03,36.640536308288574,RRT*,env,4,0.1,0.0,2250,92,59.22218942485851
2024-12-22-13-35-04,0.8509225845336914,RRT,env,4,0.1,0.0,3000,141,72.80992175745631
2024-12-22-13-35-55,51.43911361694336,RRT*,env,4,0.1,0.0,3000,256,64.33149655607419
2024-12-22-13-35-56,0.8397340774536133,RRT,env,4,0.1,0.0,3000,206,74.77081392685325
2024-12-22-13-36-52,56.33678364753723,RRT*,env,4,0.1,0.0,3000,146,58.64768624574278
2024-12-22-13-36-53,0.8380217552185059,RRT,env,4,0.1,0.0,3000,446,76.42425916535234
2024-12-22-13-37-52,59.1591682434082,RRT*,env,4,0.1,0.0,3000,225,57.879907053667445
2024-12-22-13-37-53,0.8752226829528809,RRT,env,4,0.1,0.0,3000,287,71.05350889451802
2024-12-22-13-39-01,67.73514795303345,RRT*,env,4,0.1,0.0,3000,150,61.86987076460109
2024-12-22-13-39-02,0.841116189956665,RRT,env,4,0.1,0.0,3000,291,65.59124498407098
2024-12-22-13-39-45,43.344679832458496,RRT*,env,4,0.1,0.0,3000,447,61.787806403018664
2024-12-22-13-39-46,0.8443021774291992,RRT,env,4,0.1,0.0,3000,269,72.71211120789908
2024-12-22-13-40-35,48.930150508880615,RRT*,env,4,0.1,0.0,3000,229,58.69461530108012
2024-12-22-13-40-36,0.8713634014129639,RRT,env,4,0.1,0.0,3000,401,72.64540439774002
2024-12-22-13-41-43,67.16840958595276,RRT*,env,4,0.1,0.0,3000,131,63.31469473432602
2024-12-22-13-41-44,0.8339543342590332,RRT,env,4,0.1,0.0,3000,567,87.40937692670245
2024-12-22-13-42-40,56.23814010620117,RRT*,env,4,0.1,0.0,3000,126,57.77111337159759
2024-12-22-13-42-41,0.8161184787750244,RRT,env,4,0.1,0.0,3000,427,71.26108028949204
2024-12-22-13-43-34,52.898730993270874,RRT*,env,4,0.1,0.0,3000,509,58.936594792339285
2024-12-22-13-43-35,0.887831449508667,RRT,env,4,0.1,0.0,3000,268,69.95514333475552
2024-12-22-13-44-20,45.77437925338745,RRT*,env,4,0.1,0.0,3000,311,63.987848886217975
2024-12-22-13-44-20,0.06038522720336914,RRT,env,8,0.1,0.0,375,375,0.0
2024-12-22-13-44-21,0.8875637054443359,RRT*,env,8,0.1,0.0,375,151,68.32210972922593
2024-12-22-13-44-21,0.05975031852722168,RRT,env,8,0.1,0.0,375,217,79.93391938995177
2024-12-22-13-44-22,0.13639068603515625,RRT*,env,8,0.1,0.0,375,371,66.24478448313187
2024-12-22-13-44-22,0.05812859535217285,RRT,env,8,0.1,0.0,375,111,69.58000946333779
2024-12-22-13-44-23,1.2373991012573242,RRT*,env,8,0.1,0.0,375,171,65.05259670334696
2024-12-22-13-44-23,0.06718325614929199,RRT,env,8,0.1,0.0,375,78,70.0650624383569
2024-12-22-13-44-24,1.022702932357788,RRT*,env,8,0.1,0.0,375,154,62.7693948653362
2024-12-22-13-44-24,0.04857277870178223,RRT,env,8,0.1,0.0,375,250,67.51253023062563
2024-12-22-13-44-25,0.7508795261383057,RRT*,env,8,0.1,0.0,375,284,65.11478994579214
2024-12-22-13-44-25,0.0588231086730957,RRT,env,8,0.1,0.0,375,100,68.30612785360847
2024-12-22-13-44-26,1.433764934539795,RRT*,env,8,0.1,0.0,375,87,62.00138216346971
2024-12-22-13-44-26,0.05875730514526367,RRT,env,8,0.1,0.0,375,96,76.56746963178269
2024-12-22-13-44-27,0.4791135787963867,RRT*,env,8,0.1,0.0,375,316,62.849975211615714
2024-12-22-13-44-27,0.06026196479797363,RRT,env,8,0.1,0.0,375,126,66.92392580351893
2024-12-22-13-44-29,1.7976009845733643,RRT*,env,8,0.1,0.0,375,74,67.83648868224981
2024-12-22-13-44-29,0.05774688720703125,RRT,env,8,0.1,0.0,375,196,61.722229454361305
2024-12-22-13-44-30,0.9451441764831543,RRT*,env,8,0.1,0.0,375,171,65.24715040409046
2024-12-22-13-44-30,0.04606175422668457,RRT,env,8,0.1,0.0,375,207,63.568342865881206
2024-12-22-13-44-31,0.8856260776519775,RRT*,env,8,0.1,0.0,375,228,64.39350179820676
2024-12-22-13-44-31,0.13109350204467773,RRT,env,8,0.1,0.0,750,466,64.51021119740297
2024-12-22-13-44-38,7.061411142349243,RRT*,env,8,0.1,0.0,750,118,64.14969185907006
2024-12-22-13-44-38,0.13098907470703125,RRT,env,8,0.1,0.0,750,201,67.57117910273361
2024-12-22-13-44-43,5.558412551879883,RRT*,env,8,0.1,0.0,750,130,65.73121942943772
2024-12-22-13-44-44,0.1441054344177246,RRT,env,8,0.1,0.0,750,97,65.79298044209538
2024-12-22-13-44-49,5.075485944747925,RRT*,env,8,0.1,0.0,750,165,61.70104848247788
2024-12-22-13-44-49,0.13532209396362305,RRT,env,8,0.1,0.0,750,92,68.9332263401004
2024-12-22-13-44-55,5.903213739395142,RRT*,env,8,0.1,0.0,750,114,60.32125478779488
2024-12-22-13-44-55,0.1285250186920166,RRT,env,8,0.1,0.0,750,155,64.07576907132486
2024-12-22-13-45-00,5.3592352867126465,RRT*,env,8,0.1,0.0,750,131,71.96034423253462
2024-12-22-13-45-00,0.13399195671081543,RRT,env,8,0.1,0.0,750,375,80.54816761650466
2024-12-22-13-45-02,1.7231354713439941,RRT*,env,8,0.1,0.0,750,480,60.418957039155835
2024-12-22-13-45-02,0.12735629081726074,RRT,env,8,0.1,0.0,750,210,62.44214494065175
2024-12-22-13-45-05,3.083000898361206,RRT*,env,8,0.1,0.0,750,260,64.67824086101321
2024-12-22-13-45-05,0.1257176399230957,RRT,env,8,0.1,0.0,750,197,67.5704483593592
2024-12-22-13-45-08,3.0531530380249023,RRT*,env,8,0.1,0.0,750,306,66.83979168508542
2024-12-22-13-45-09,0.1356794834136963,RRT,env,8,0.1,0.0,750,93,71.48690062651121
2024-12-22-13-45-16,7.019814968109131,RRT*,env,8,0.1,0.0,750,109,62.619258041196495
2024-12-22-13-45-16,0.1335315704345703,RRT,env,8,0.1,0.0,750,112,72.73125552236726
2024-12-22-13-45-22,6.3886449337005615,RRT*,env,8,0.1,0.0,750,158,63.61002895889513
2024-12-22-13-45-22,0.33072352409362793,RRT,env,8,0.1,0.0,1500,205,71.16274265778537
2024-12-22-13-45-47,24.146098852157593,RRT*,env,8,0.1,0.0,1500,278,65.87689824848293
2024-12-22-13-45-47,0.3206932544708252,RRT,env,8,0.1,0.0,1500,139,67.63376733985854
2024-12-22-13-46-14,27.16252326965332,RRT*,env,8,0.1,0.0,1500,240,64.92678825348145
2024-12-22-13-46-14,0.36569809913635254,RRT,env,8,0.1,0.0,1500,162,69.99021139310145
2024-12-22-13-46-46,31.57748532295227,RRT*,env,8,0.1,0.0,1500,90,64.00101522968743
2024-12-22-13-46-46,0.320706844329834,RRT,env,8,0.1,0.0,1500,475,77.15765995269317
2024-12-22-13-47-04,17.570469617843628,RRT*,env,8,0.1,0.0,1500,514,58.767156045965734
2024-12-22-13-47-04,0.37293076515197754,RRT,env,8,0.1,0.0,1500,141,65.95753165577595
2024-12-22-13-47-25,20.972997665405273,RRT*,env,8,0.1,0.0,1500,399,59.91736393574968
2024-12-22-13-47-26,0.30860137939453125,RRT,env,8,0.1,0.0,1500,271,67.30668249337224
2024-12-22-13-47-51,25.117336988449097,RRT*,env,8,0.1,0.0,1500,246,60.074486658879316
2024-12-22-13-47-51,0.3577001094818115,RRT,env,8,0.1,0.0,1500,206,67.5709593238855
2024-12-22-13-48-24,33.10991930961609,RRT*,env,8,0.1,0.0,1500,94,57.99546105497414
2024-12-22-13-48-24,0.34560489654541016,RRT,env,8,0.1,0.0,1500,187,73.5996311591898
2024-12-22-13-48-48,23.0593740940094,RRT*,env,8,0.1,0.0,1500,236,60.87746384894497
2024-12-22-13-48-48,0.3360168933868408,RRT,env,8,0.1,0.0,1500,247,88.58940724560564
2024-12-22-13-49-10,22.314488887786865,RRT*,env,8,0.1,0.0,1500,320,64.43345976916055
2024-12-22-13-49-11,0.3471033573150635,RRT,env,8,0.1,0.0,1500,170,64.52771795589499
2024-12-22-13-49-37,26.568907022476196,RRT*,env,8,0.1,0.0,1500,186,63.032582701390986
2024-12-22-13-49-38,0.616431713104248,RRT,env,8,0.1,0.0,2250,85,60.01239319356487
2024-12-22-13-50-41,63.136415243148804,RRT*,env,8,0.1,0.0,2250,239,60.5555308847757
2024-12-22-13-50-41,0.6213855743408203,RRT,env,8,0.1,0.0,2250,304,62.48458206595175
2024-12-22-13-51-58,76.99422478675842,RRT*,env,8,0.1,0.0,2250,30,58.964205037644035
2024-12-22-13-51-59,0.6090664863586426,RRT,env,8,0.1,0.0,2250,212,75.16911404326635
2024-12-22-13-53-01,61.86500310897827,RRT*,env,8,0.1,0.0,2250,352,58.60879774040305
2024-12-22-13-53-02,0.5957489013671875,RRT,env,8,0.1,0.0,2250,219,74.67852912935318
2024-12-22-13-53-56,54.78759837150574,RRT*,env,8,0.1,0.0,2250,305,62.12067085286565
2024-12-22-13-53-57,0.5744814872741699,RRT,env,8,0.1,0.0,2250,244,73.34791186186654
2024-12-22-13-55-14,77.37733721733093,RRT*,env,8,0.1,0.0,2250,144,61.22493079548327
2024-12-22-13-55-15,0.5792577266693115,RRT,env,8,0.1,0.0,2250,350,64.94148684270091
2024-12-22-13-56-22,67.00561261177063,RRT*,env,8,0.1,0.0,2250,115,62.39954388582716
2024-12-22-13-56-22,0.612985372543335,RRT,env,8,0.1,0.0,2250,156,69.04281498523267
2024-12-22-13-57-43,80.18722939491272,RRT*,env,8,0.1,0.0,2250,99,58.21014839247673
2024-12-22-13-57-43,0.6273937225341797,RRT,env,8,0.1,0.0,2250,336,78.33734972852342
2024-12-22-13-58-51,67.69287705421448,RRT*,env,8,0.1,0.0,2250,119,59.767478006408815
2024-12-22-13-58-52,0.6085288524627686,RRT,env,8,0.1,0.0,2250,62,65.58988550948295
2024-12-22-13-59-53,61.048914670944214,RRT*,env,8,0.1,0.0,2250,200,59.59881358868033
2024-12-22-13-59-53,0.6109371185302734,RRT,env,8,0.1,0.0,2250,104,76.08525765706251
2024-12-22-14-00-58,64.89949321746826,RRT*,env,8,0.1,0.0,2250,75,62.227073705875014
2024-12-22-14-00-59,0.9434995651245117,RRT,env,8,0.1,0.0,3000,190,69.64635615873297
2024-12-22-14-03-14,134.92854833602905,RRT*,env,8,0.1,0.0,3000,174,59.92961289726552
2024-12-22-14-03-15,1.0305790901184082,RRT,env,8,0.1,0.0,3000,234,64.36991800568453
2024-12-22-14-05-36,140.76356410980225,RRT*,env,8,0.1,0.0,3000,163,59.13729467689461
2024-12-22-14-05-37,1.0519695281982422,RRT,env,8,0.1,0.0,3000,239,82.45117175012709
2024-12-22-14-07-40,123.11187028884888,RRT*,env,8,0.1,0.0,3000,121,65.30710724966045
2024-12-22-14-07-41,0.9699892997741699,RRT,env,8,0.1,0.0,3000,187,68.00068267505998
2024-12-22-14-09-48,127.10026240348816,RRT*,env,8,0.1,0.0,3000,186,63.68097284396186
2024-12-22-14-09-49,0.8805100917816162,RRT,env,8,0.1,0.0,3000,391,78.46656238256311
2024-12-22-14-11-37,108.21153903007507,RRT*,env,8,0.1,0.0,3000,289,59.296891563321786
2024-12-22-14-11-38,0.8969511985778809,RRT,env,8,0.1,0.0,3000,209,75.3918171270152
2024-12-22-14-13-38,120.04228806495667,RRT*,env,8,0.1,0.0,3000,143,61.16179280143483
2024-12-22-14-13-39,0.9346518516540527,RRT,env,8,0.1,0.0,3000,159,66.67827845874612
2024-12-22-14-15-29,109.68972253799438,RRT*,env,8,0.1,0.0,3000,159,59.72831800724424
2024-12-22-14-15-30,0.9010858535766602,RRT,env,8,0.1,0.0,3000,205,69.16109969407185
2024-12-22-14-17-35,124.91230201721191,RRT*,env,8,0.1,0.0,3000,163,64.29854757604245
2024-12-22-14-17-35,0.9232556819915771,RRT,env,8,0.1,0.0,3000,88,70.00287341693507
2024-12-22-14-19-40,124.1188063621521,RRT*,env,8,0.1,0.0,3000,154,59.3517391505117
2024-12-22-14-19-41,0.9235258102416992,RRT,env,8,0.1,0.0,3000,122,77.90170040368601
2024-12-22-14-21-32,111.0875928401947,RRT*,env,8,0.1,0.0,3000,304,58.957993667468074
2024-12-22-14-21-32,0.06537318229675293,RRT,env,16,0.1,0.0,375,138,76.92049850062816
2024-12-22-14-21-34,2.6241345405578613,RRT*,env,16,0.1,0.0,375,63,65.59356629674619
2024-12-22-14-21-34,0.05577993392944336,RRT,env,16,0.1,0.0,375,102,71.30958486620324
2024-12-22-14-21-35,1.0258283615112305,RRT*,env,16,0.1,0.0,375,364,67.14143720551186
2024-12-22-14-21-35,0.06403231620788574,RRT,env,16,0.1,0.0,375,121,69.64536157034661
2024-12-22-14-21-37,1.476048469543457,RRT*,env,16,0.1,0.0,375,205,70.33638862046188
2024-12-22-14-21-37,0.04754996299743652,RRT,env,16,0.1,0.0,375,168,68.84230492564845
2024-12-22-14-21-38,1.4114649295806885,RRT*,env,16,0.1,0.0,375,195,67.0810552365799
2024-12-22-14-21-38,0.05958867073059082,RRT,env,16,0.1,0.0,375,127,80.015231007927
2024-12-22-14-21-41,2.629865884780884,RRT*,env,16,0.1,0.0,375,42,67.19457941508252
2024-12-22-14-21-41,0.06056356430053711,RRT,env,16,0.1,0.0,375,57,72.05654474422154
2024-12-22-14-21-42,0.8686132431030273,RRT*,env,16,0.1,0.0,375,209,66.00299487031458
2024-12-22-14-21-42,0.04987931251525879,RRT,env,16,0.1,0.0,375,269,68.67654805695537
2024-12-22-14-21-44,2.3607749938964844,RRT*,env,16,0.1,0.0,375,80,63.87583870135102
2024-12-22-14-21-44,0.05939793586730957,RRT,env,16,0.1,0.0,375,169,62.62296325098877
2024-12-22-14-21-47,2.304229259490967,RRT*,env,16,0.1,0.0,375,85,59.22791072440017
2024-12-22-14-21-47,0.06995868682861328,RRT,env,16,0.1,0.0,375,43,71.15001709314326
2024-12-22-14-21-49,1.7813093662261963,RRT*,env,16,0.1,0.0,375,179,67.90204806890583
2024-12-22-14-21-49,0.0619509220123291,RRT,env,16,0.1,0.0,375,114,72.57443125604892
2024-12-22-14-21-50,1.6617813110351562,RRT*,env,16,0.1,0.0,375,163,68.83521308440302
2024-12-22-14-21-50,0.1357734203338623,RRT,env,16,0.1,0.0,750,165,77.08388911335675
2024-12-22-14-22-08,17.484390258789062,RRT*,env,16,0.1,0.0,750,47,66.09324995207677
2024-12-22-14-22-08,0.13686513900756836,RRT,env,16,0.1,0.0,750,88,76.38079528756381
2024-12-22-14-22-23,14.985824584960938,RRT*,env,16,0.1,0.0,750,33,66.55194544015946
2024-12-22-14-22-23,0.1420760154724121,RRT,env,16,0.1,0.0,750,253,76.52025771387245
2024-12-22-14-22-36,12.668503284454346,RRT*,env,16,0.1,0.0,750,98,64.45324894217202
2024-12-22-14-22-36,0.15371990203857422,RRT,env,16,0.1,0.0,750,172,65.58005244106617
2024-12-22-14-22-50,14.039816617965698,RRT*,env,16,0.1,0.0,750,63,65.91242751064922
2024-12-22-14-22-50,0.1387162208557129,RRT,env,16,0.1,0.0,750,73,67.0288447392973
2024-12-22-14-23-03,13.035591125488281,RRT*,env,16,0.1,0.0,750,92,65.31767513021056
2024-12-22-14-23-03,0.1529228687286377,RRT,env,16,0.1,0.0,750,73,83.42693208087246
2024-12-22-14-23-16,12.231085777282715,RRT*,env,16,0.1,0.0,750,109,69.23370223147562
2024-12-22-14-23-16,0.14473271369934082,RRT,env,16,0.1,0.0,750,72,73.59171242358813
2024-12-22-14-23-32,16.651586771011353,RRT*,env,16,0.1,0.0,750,36,66.29436355855458
2024-12-22-14-23-33,0.13772058486938477,RRT,env,16,0.1,0.0,750,165,72.88302438936098
2024-12-22-14-23-41,8.187372922897339,RRT*,env,16,0.1,0.0,750,250,64.84579002359625
2024-12-22-14-23-41,0.17786216735839844,RRT,env,16,0.1,0.0,750,38,67.0624061542881
2024-12-22-14-23-51,10.173236846923828,RRT*,env,16,0.1,0.0,750,208,64.36887000802572
2024-12-22-14-23-51,0.16132855415344238,RRT,env,16,0.1,0.0,750,230,70.65500052876787
2024-12-22-14-24-08,16.85531520843506,RRT*,env,16,0.1,0.0,750,80,68.20217200818722
2024-12-22-14-24-08,0.34467077255249023,RRT,env,16,0.1,0.0,1500,55,69.38029265443419
2024-12-22-14-25-11,62.0730996131897,RRT*,env,16,0.1,0.0,1500,130,65.94001556341243
2024-12-22-14-25-11,0.3549063205718994,RRT,env,16,0.1,0.0,1500,113,80.15087583645486
2024-12-22-14-26-21,70.06512093544006,RRT*,env,16,0.1,0.0,1500,88,60.87548505844679
2024-12-22-14-26-21,0.3298630714416504,RRT,env,16,0.1,0.0,1500,73,68.09331619876617
2024-12-22-14-27-16,54.67535066604614,RRT*,env,16,0.1,0.0,1500,143,63.8633547851508
2024-12-22-14-27-16,0.34693002700805664,RRT,env,16,0.1,0.0,1500,122,71.39538392827708
2024-12-22-14-28-14,57.615649700164795,RRT*,env,16,0.1,0.0,1500,184,57.2243074716714
2024-12-22-14-28-14,0.33354735374450684,RRT,env,16,0.1,0.0,1500,259,78.26491152217393
2024-12-22-14-29-13,58.693326473236084,RRT*,env,16,0.1,0.0,1500,46,66.0352996521086
2024-12-22-14-29-13,0.3325822353363037,RRT,env,16,0.1,0.0,1500,142,69.87237550424702
2024-12-22-14-30-00,46.312944412231445,RRT*,env,16,0.1,0.0,1500,293,60.17691730902292
2024-12-22-14-30-00,0.33040857315063477,RRT,env,16,0.1,0.0,1500,190,83.3812616963422
2024-12-22-14-31-01,60.946507692337036,RRT*,env,16,0.1,0.0,1500,121,64.74901984684345
2024-12-22-14-31-01,0.3198273181915283,RRT,env,16,0.1,0.0,1500,199,75.30675439618226
2024-12-22-14-32-10,68.46661877632141,RRT*,env,16,0.1,0.0,1500,41,56.51969500963712
2024-12-22-14-32-10,0.3675649166107178,RRT,env,16,0.1,0.0,1500,47,74.77844759511763
2024-12-22-14-32-55,45.29430913925171,RRT*,env,16,0.1,0.0,1500,277,62.572542704641236
2024-12-22-14-32-56,0.35059618949890137,RRT,env,16,0.1,0.0,1500,48,72.22270120339749
2024-12-22-14-33-56,60.31320261955261,RRT*,env,16,0.1,0.0,1500,88,64.38689067617086
2024-12-22-14-33-57,0.6330118179321289,RRT,env,16,0.1,0.0,2250,50,71.32301872532847
2024-12-22-14-36-20,143.12731885910034,RRT*,env,16,0.1,0.0,2250,144,58.0528358522292
2024-12-22-14-36-20,0.5662286281585693,RRT,env,16,0.1,0.0,2250,203,79.83018058188311
2024-12-22-14-38-53,153.064311504364,RRT*,env,16,0.1,0.0,2250,52,61.54224925246573
2024-12-22-14-38-54,0.5746538639068604,RRT,env,16,0.1,0.0,2250,189,79.03786986220189
2024-12-22-14-41-33,159.1040072441101,RRT*,env,16,0.1,0.0,2250,95,60.86253055604949
2024-12-22-14-41-34,0.6000919342041016,RRT,env,16,0.1,0.0,2250,68,80.02247132152543
2024-12-22-14-43-22,108.69550967216492,RRT*,env,16,0.1,0.0,2250,534,61.96915622910681
2024-12-22-14-43-23,0.5690052509307861,RRT,env,16,0.1,0.0,2250,44,68.13881254562216
2024-12-22-14-45-44,141.08860397338867,RRT*,env,16,0.1,0.0,2250,169,60.92147016916826
2024-12-22-14-45-45,0.6564733982086182,RRT,env,16,0.1,0.0,2250,32,67.34147971140308
2024-12-22-14-47-56,131.5107443332672,RRT*,env,16,0.1,0.0,2250,108,59.00584027221042
2024-12-22-14-47-57,0.6202342510223389,RRT,env,16,0.1,0.0,2250,122,66.1005634444487
2024-12-22-14-50-47,170.07442116737366,RRT*,env,16,0.1,0.0,2250,95,59.82669840547697
2024-12-22-14-50-47,0.5595219135284424,RRT,env,16,0.1,0.0,2250,73,71.99280315217919
2024-12-22-14-53-13,145.57054805755615,RRT*,env,16,0.1,0.0,2250,66,62.39491181317915
2024-12-22-14-53-14,0.6345765590667725,RRT,env,16,0.1,0.0,2250,100,71.88573842478887
2024-12-22-14-55-38,144.59350204467773,RRT*,env,16,0.1,0.0,2250,62,61.07824689487263
2024-12-22-14-55-39,0.630814790725708,RRT,env,16,0.1,0.0,2250,136,71.63835521707625
2024-12-22-14-58-15,155.82495164871216,RRT*,env,16,0.1,0.0,2250,76,59.430882664834265
2024-12-22-14-58-16,0.8935532569885254,RRT,env,16,0.1,0.0,3000,325,93.82723048676031
2024-12-22-15-02-49,273.650639295578,RRT*,env,16,0.1,0.0,3000,151,58.93062520023418
2024-12-22-15-02-50,0.8505852222442627,RRT,env,16,0.1,0.0,3000,199,67.69126439069572
2024-12-22-15-07-56,306.37513756752014,RRT*,env,16,0.1,0.0,3000,46,57.48394035562657
2024-12-22-15-07-58,1.1105806827545166,RRT,env,16,0.1,0.0,3000,128,66.6856920543325
2024-12-22-15-12-28,270.1567049026489,RRT*,env,16,0.1,0.0,3000,206,61.48556188858358
2024-12-22-15-12-29,0.8309197425842285,RRT,env,16,0.1,0.0,3000,311,77.18931543133935
2024-12-22-15-17-05,276.64022421836853,RRT*,env,16,0.1,0.0,3000,122,64.31320258609202
2024-12-22-15-17-06,0.8723511695861816,RRT,env,16,0.1,0.0,3000,77,76.15998034532765
2024-12-22-15-21-57,290.8150200843811,RRT*,env,16,0.1,0.0,3000,187,62.46013201130508
2024-12-22-15-21-58,0.8890435695648193,RRT,env,16,0.1,0.0,3000,127,73.14893914617846
2024-12-22-15-26-20,262.6581461429596,RRT*,env,16,0.1,0.0,3000,90,60.13700048457593
2024-12-22-15-26-21,0.952540397644043,RRT,env,16,0.1,0.0,3000,128,73.7562086955281
2024-12-22-15-31-00,279.0445747375488,RRT*,env,16,0.1,0.0,3000,71,59.88657020687828
2024-12-22-15-31-01,0.9229917526245117,RRT,env,16,0.1,0.0,3000,60,65.55215821882763
2024-12-22-15-36-00,298.89945006370544,RRT*,env,16,0.1,0.0,3000,75,60.54390536889208
2024-12-22-15-36-01,0.8998556137084961,RRT,env,16,0.1,0.0,3000,121,70.09163151856936
2024-12-22-15-39-49,227.38363528251648,RRT*,env,16,0.1,0.0,3000,368,57.889586628705175
2024-12-22-15-39-49,0.8598840236663818,RRT,env,16,0.1,0.0,3000,199,90.76413101008497
2024-12-22-15-44-16,266.25999093055725,RRT*,env,16,0.1,0.0,3000,63,57.687927106695454

2024-12-22-20-11-26,0.3020296096801758,OBRRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-26,0.32988691329956055,RRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-28,1.8773834705352783,RRT*,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-28,0.2668294906616211,OBRRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-28,0.3027000427246094,RRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-30,1.648721694946289,RRT*,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-30,0.28212475776672363,OBRRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-31,0.35124802589416504,RRT,env2,2,0.1,0.0,1500,1272,100.57525729613909
2024-12-22-20-11-32,1.6646711826324463,RRT*,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-33,0.28789329528808594,OBRRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-33,0.2939114570617676,RRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-35,1.579643964767456,RRT*,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-35,0.2850008010864258,OBRRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-35,0.27337026596069336,RRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-37,1.6766362190246582,RRT*,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-37,0.3940873146057129,OBRRT,env2,2,0.1,0.0,1500,857,107.82739926025029
2024-12-22-20-11-37,0.2877383232116699,RRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-39,1.4278230667114258,RRT*,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-39,0.29041099548339844,OBRRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-40,0.37157344818115234,RRT,env2,2,0.1,0.0,1500,1255,106.08744589481542
2024-12-22-20-11-41,1.5812828540802002,RRT*,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-42,0.4263036251068115,OBRRT,env2,2,0.1,0.0,1500,763,98.2896826759105
2024-12-22-20-11-42,0.4621884822845459,RRT,env2,2,0.1,0.0,1500,895,97.12149918930324
2024-12-22-20-11-44,1.6346533298492432,RRT*,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-44,0.307201623916626,OBRRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-44,0.312758207321167,RRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-46,1.5213696956634521,RRT*,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-46,0.3175647258758545,OBRRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-46,0.32354068756103516,RRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-48,1.3248450756072998,RRT*,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-48,0.3369567394256592,OBRRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-48,0.31595468521118164,RRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-50,1.5264151096343994,RRT*,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-50,0.35760998725891113,OBRRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-51,0.3046681880950928,RRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-54,3.8848841190338135,RRT*,env2,2,0.1,0.0,1500,858,92.45111855635909
2024-12-22-20-11-55,0.28813695907592773,OBRRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-55,0.2867734432220459,RRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-57,1.586164951324463,RRT*,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-57,0.310208797454834,OBRRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-57,0.31087660789489746,RRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-59,1.3496482372283936,RRT*,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-59,0.2837381362915039,OBRRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-11-59,0.30867910385131836,RRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-12-01,1.497466802597046,RRT*,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-12-01,0.31311917304992676,OBRRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-12-01,0.30341625213623047,RRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-12-03,1.559164047241211,RRT*,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-12-03,0.34709739685058594,OBRRT,env2,2,0.1,0.0,1500,1495,103.75275603387846
2024-12-22-20-12-03,0.2927675247192383,RRT,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-12-05,1.4243762493133545,RRT*,env2,2,0.1,0.0,1500,1500,0.0
2024-12-22-20-12-05,0.29892516136169434,OBRRT,env2,2,0.1,0.0,1500,1500,0.0
