datetime,duration_execution,method,environment,step,goal_sample_rate,corner_sample_rate,max_iterations,iterations,path_length
2024-12-22-13-13-21,14.255178213119507,RRT*,env,1,0.1,0.0,3000,1353,68.84549882810978
2024-12-22-13-13-22,0.8795216083526611,RRT,env,1,0.1,0.0,3000,283,66.28366517967633
2024-12-22-13-13-39,17.58067035675049,RRT*,env,1,0.1,0.0,3000,1067,78.84762246153639
2024-12-22-13-13-40,0.7631425857543945,RRT,env,1,0.1,0.0,3000,805,65.95406923384591
2024-12-22-13-14-05,24.847370386123657,RRT*,env,1,0.1,0.0,3000,616,65.54348712644165
2024-12-22-13-14-06,0.8251516819000244,RRT,env,1,0.1,0.0,3000,706,72.12757124801429
2024-12-22-13-14-26,20.2440288066864,RRT*,env,1,0.1,0.0,3000,1079,68.5695601110533
2024-12-22-13-14-27,0.8929846286773682,RRT,env,1,0.1,0.0,3000,1004,76.73260962922052
2024-12-22-13-14-52,24.80690622329712,RRT*,env,1,0.1,0.0,3000,628,63.21913897628648
2024-12-22-13-14-53,0.8770956993103027,RRT,env,1,0.1,0.0,3000,1015,74.05162555287691
2024-12-22-13-15-21,27.81947374343872,RRT*,env,1,0.1,0.0,3000,626,74.28856450491121
2024-12-22-13-15-21,0.9278154373168945,RRT,env,1,0.1,0.0,3000,580,75.86518391845752
2024-12-22-13-15-48,26.10427713394165,RRT*,env,1,0.1,0.0,3000,743,75.44657025354886
2024-12-22-13-15-48,0.8997817039489746,RRT,env,1,0.1,0.0,3000,336,68.82974351353597
2024-12-22-13-16-10,21.048417806625366,RRT*,env,1,0.1,0.0,3000,834,65.10196646771666
2024-12-22-13-16-10,0.8580901622772217,RRT,env,1,0.1,0.0,3000,1154,74.68803211934869
2024-12-22-13-16-39,28.224353313446045,RRT*,env,1,0.1,0.0,3000,405,64.29344333182061
2024-12-22-13-16-39,0.052143096923828125,RRT,env,2,0.1,0.0,375,375,0.0
2024-12-22-13-16-39,0.11493158340454102,RRT*,env,2,0.1,0.0,375,375,0.0
2024-12-22-13-16-39,0.04048442840576172,RRT,env,2,0.1,0.0,375,375,0.0
2024-12-22-13-16-39,0.2157449722290039,RRT*,env,2,0.1,0.0,375,271,65.90289616056201
2024-12-22-13-16-39,0.04943561553955078,RRT,env,2,0.1,0.0,375,344,66.25127623989871
2024-12-22-13-16-39,0.11955451965332031,RRT*,env,2,0.1,0.0,375,375,0.0
2024-12-22-13-16-39,0.06382226943969727,RRT,env,2,0.1,0.0,375,284,70.05854797282814
2024-12-22-13-16-39,0.15839529037475586,RRT*,env,2,0.1,0.0,375,375,0.0
2024-12-22-13-16-39,0.04459095001220703,RRT,env,2,0.1,0.0,375,375,0.0
2024-12-22-13-16-40,0.11225152015686035,RRT*,env,2,0.1,0.0,375,375,0.0
2024-12-22-13-16-40,0.05257463455200195,RRT,env,2,0.1,0.0,375,375,0.0
2024-12-22-13-16-40,0.4491288661956787,RRT*,env,2,0.1,0.0,375,177,65.96757263938129
2024-12-22-13-16-40,0.05959129333496094,RRT,env,2,0.1,0.0,375,165,69.75638387111644
2024-12-22-13-16-40,0.2023756504058838,RRT*,env,2,0.1,0.0,375,294,68.0827250684514
2024-12-22-13-16-40,0.05249977111816406,RRT,env,2,0.1,0.0,375,375,0.0
2024-12-22-13-16-41,0.39014315605163574,RRT*,env,2,0.1,0.0,375,239,60.44561780609873
2024-12-22-13-16-41,0.04619288444519043,RRT,env,2,0.1,0.0,375,375,0.0
2024-12-22-13-16-41,0.14799213409423828,RRT*,env,2,0.1,0.0,375,356,67.21642147513975
2024-12-22-13-16-41,0.04984283447265625,RRT,env,2,0.1,0.0,375,369,73.29262891964783
2024-12-22-13-16-41,0.10458111763000488,RRT*,env,2,0.1,0.0,375,375,0.0
2024-12-22-13-16-41,0.16090083122253418,RRT,env,2,0.1,0.0,750,263,66.58223064350902
2024-12-22-13-16-43,1.8481647968292236,RRT*,env,2,0.1,0.0,750,295,64.89122373674442
2024-12-22-13-16-43,0.1287076473236084,RRT,env,2,0.1,0.0,750,244,65.06346768363578
2024-12-22-13-16-45,1.7741467952728271,RRT*,env,2,0.1,0.0,750,253,72.67402963167052
2024-12-22-13-16-45,0.13963603973388672,RRT,env,2,0.1,0.0,750,196,63.62294055899866
2024-12-22-13-16-46,0.444049596786499,RRT*,env,2,0.1,0.0,750,661,68.91121228538033
2024-12-22-13-16-46,0.11650776863098145,RRT,env,2,0.1,0.0,750,381,63.14409249008983
2024-12-22-13-16-48,2.1403632164001465,RRT*,env,2,0.1,0.0,750,186,60.700993709533314
2024-12-22-13-16-48,0.12807488441467285,RRT,env,2,0.1,0.0,750,552,83.35028384888464
2024-12-22-13-16-49,1.3441100120544434,RRT*,env,2,0.1,0.0,750,298,64.00890307293432
2024-12-22-13-16-50,0.13048839569091797,RRT,env,2,0.1,0.0,750,619,67.94099677871141
2024-12-22-13-16-51,0.9946355819702148,RRT*,env,2,0.1,0.0,750,424,63.18749193157418
2024-12-22-13-16-51,0.12417459487915039,RRT,env,2,0.1,0.0,750,173,67.41496722777467
2024-12-22-13-16-51,0.5384252071380615,RRT*,env,2,0.1,0.0,750,602,65.17682916693504
2024-12-22-13-16-51,0.13770151138305664,RRT,env,2,0.1,0.0,750,197,64.64368671478465
2024-12-22-13-16-53,1.757474660873413,RRT*,env,2,0.1,0.0,750,221,62.39471188931366
2024-12-22-13-16-53,0.13383841514587402,RRT,env,2,0.1,0.0,750,318,72.72771963598552
2024-12-22-13-16-54,0.9996254444122314,RRT*,env,2,0.1,0.0,750,426,66.94571117886665
2024-12-22-13-16-54,0.12861084938049316,RRT,env,2,0.1,0.0,750,375,65.59188780698209
2024-12-22-13-16-56,1.3065900802612305,RRT*,env,2,0.1,0.0,750,397,69.39269039103296
2024-12-22-13-16-56,0.32683730125427246,RRT,env,2,0.1,0.0,1500,322,68.1634475594518
2024-12-22-13-17-04,8.178557634353638,RRT*,env,2,0.1,0.0,1500,328,67.82389915722953
2024-12-22-13-17-04,0.29787397384643555,RRT,env,2,0.1,0.0,1500,344,63.25400894415722
2024-12-22-13-17-13,8.072336912155151,RRT*,env,2,0.1,0.0,1500,349,66.03018102117449
2024-12-22-13-17-13,0.309359073638916,RRT,env,2,0.1,0.0,1500,311,63.56697814933005
2024-12-22-13-17-18,4.824635028839111,RRT*,env,2,0.1,0.0,1500,715,66.95388557194484
2024-12-22-13-17-18,0.31813883781433105,RRT,env,2,0.1,0.0,1500,382,74.70239304341997
2024-12-22-13-17-24,5.896574974060059,RRT*,env,2,0.1,0.0,1500,496,67.2880355356532
2024-12-22-13-17-24,0.3063502311706543,RRT,env,2,0.1,0.0,1500,399,72.14465184443691
2024-12-22-13-17-31,6.9255900382995605,RRT*,env,2,0.1,0.0,1500,391,65.38749029022753
2024-12-22-13-17-31,0.3305532932281494,RRT,env,2,0.1,0.0,1500,359,62.863138902016566
2024-12-22-13-17-37,5.903975248336792,RRT*,env,2,0.1,0.0,1500,1500,0.0
2024-12-22-13-17-38,0.3204808235168457,RRT,env,2,0.1,0.0,1500,242,74.64637086399193
2024-12-22-13-17-42,4.476895332336426,RRT*,env,2,0.1,0.0,1500,646,61.40693491563477
2024-12-22-13-17-42,0.30994153022766113,RRT,env,2,0.1,0.0,1500,464,72.31496735760884
2024-12-22-13-17-47,4.991318702697754,RRT*,env,2,0.1,0.0,1500,637,61.60197648379987
2024-12-22-13-17-48,0.318739652633667,RRT,env,2,0.1,0.0,1500,518,66.40668943824286
2024-12-22-13-17-58,9.94358777999878,RRT*,env,2,0.1,0.0,1500,215,60.750293852550456
2024-12-22-13-17-58,0.31909680366516113,RRT,env,2,0.1,0.0,1500,357,75.97281840985674
2024-12-22-13-18-07,9.189428329467773,RRT*,env,2,0.1,0.0,1500,168,60.25697251471207
2024-12-22-13-18-08,0.5743656158447266,RRT,env,2,0.1,0.0,2250,381,68.95775836872053
2024-12-22-13-18-25,17.1496102809906,RRT*,env,2,0.1,0.0,2250,671,65.14971837551498
2024-12-22-13-18-25,0.475860595703125,RRT,env,2,0.1,0.0,2250,1155,90.8772669757611
2024-12-22-13-18-52,26.284789562225342,RRT*,env,2,0.1,0.0,2250,121,61.53352105199346
2024-12-22-13-18-52,0.5628583431243896,RRT,env,2,0.1,0.0,2250,316,68.84517818860202
2024-12-22-13-19-08,15.70075511932373,RRT*,env,2,0.1,0.0,2250,421,61.2506373132582
2024-12-22-13-19-08,0.510714054107666,RRT,env,2,0.1,0.0,2250,551,81.43756894143365
2024-12-22-13-19-21,12.423269748687744,RRT*,env,2,0.1,0.0,2250,744,66.11854838886467
2024-12-22-13-19-21,0.5237829685211182,RRT,env,2,0.1,0.0,2250,709,76.01127697158861
2024-12-22-13-19-40,18.582348823547363,RRT*,env,2,0.1,0.0,2250,367,58.948898916223065
2024-12-22-13-19-41,0.586329460144043,RRT,env,2,0.1,0.0,2250,457,65.57414741992292
2024-12-22-13-19-59,18.519250869750977,RRT*,env,2,0.1,0.0,2250,408,63.45941911140152
2024-12-22-13-20-00,0.557213306427002,RRT,env,2,0.1,0.0,2250,337,64.07750104939191
2024-12-22-13-20-27,27.83324909210205,RRT*,env,2,0.1,0.0,2250,162,62.52799737303631
2024-12-22-13-20-28,0.5767111778259277,RRT,env,2,0.1,0.0,2250,290,80.3828261075048
2024-12-22-13-20-49,21.076042652130127,RRT*,env,2,0.1,0.0,2250,417,59.9518091365329
2024-12-22-13-20-50,0.5720043182373047,RRT,env,2,0.1,0.0,2250,312,68.55087831607129
2024-12-22-13-21-09,19.62780451774597,RRT*,env,2,0.1,0.0,2250,331,60.157280507426584
2024-12-22-13-21-10,0.5761222839355469,RRT,env,2,0.1,0.0,2250,274,80.59746665921219
2024-12-22-13-21-30,20.17314839363098,RRT*,env,2,0.1,0.0,2250,339,63.471390890328706
2024-12-22-13-21-31,0.8333480358123779,RRT,env,2,0.1,0.0,3000,362,68.82771235489025
2024-12-22-13-21-53,22.085756063461304,RRT*,env,2,0.1,0.0,3000,1066,57.40936044815261
2024-12-22-13-21-54,0.8274402618408203,RRT,env,2,0.1,0.0,3000,444,72.25326426412386
2024-12-22-13-22-24,30.041573524475098,RRT*,env,2,0.1,0.0,3000,699,63.25526412016812
2024-12-22-13-22-25,0.8458173274993896,RRT,env,2,0.1,0.0,3000,581,89.78125322082413
2024-12-22-13-23-12,46.86857318878174,RRT*,env,2,0.1,0.0,3000,284,61.83236245419059
2024-12-22-13-23-12,0.8240735530853271,RRT,env,2,0.1,0.0,3000,723,80.48477705753953
2024-12-22-13-23-53,40.62714385986328,RRT*,env,2,0.1,0.0,3000,237,59.41930966008765
2024-12-22-13-23-54,0.9088337421417236,RRT,env,2,0.1,0.0,3000,158,65.72391251141676
2024-12-22-13-24-29,35.495609521865845,RRT*,env,2,0.1,0.0,3000,391,60.23088854923499
2024-12-22-13-24-30,0.8641388416290283,RRT,env,2,0.1,0.0,3000,557,66.26786245702395
2024-12-22-13-25-00,29.786665678024292,RRT*,env,2,0.1,0.0,3000,545,66.0759148713129
2024-12-22-13-25-01,0.9056124687194824,RRT,env,2,0.1,0.0,3000,386,70.22070687857084
2024-12-22-13-25-33,32.195661306381226,RRT*,env,2,0.1,0.0,3000,423,59.93077326723345
2024-12-22-13-25-34,0.8412635326385498,RRT,env,2,0.1,0.0,3000,669,70.38242528458348
2024-12-22-13-26-17,42.540218114852905,RRT*,env,2,0.1,0.0,3000,357,59.781056983121466
2024-12-22-13-26-18,0.9365544319152832,RRT,env,2,0.1,0.0,3000,492,73.90586603545967
2024-12-22-13-26-50,32.769540548324585,RRT*,env,2,0.1,0.0,3000,738,61.187728786937924
2024-12-22-13-26-51,0.8527886867523193,RRT,env,2,0.1,0.0,3000,840,67.86444101390875
2024-12-22-13-27-28,36.47599482536316,RRT*,env,2,0.1,0.0,3000,346,61.01284586958904
2024-12-22-13-27-28,0.052443504333496094,RRT,env,4,0.1,0.0,375,174,73.11210208308141
2024-12-22-13-27-28,0.5134203433990479,RRT*,env,4,0.1,0.0,375,215,66.5659636771995
2024-12-22-13-27-28,0.05689668655395508,RRT,env,4,0.1,0.0,375,252,69.54989866340833
2024-12-22-13-27-29,0.7044432163238525,RRT*,env,4,0.1,0.0,375,198,63.51057962998945
2024-12-22-13-27-29,0.06644868850708008,RRT,env,4,0.1,0.0,375,263,70.4958718675952
2024-12-22-13-27-29,0.19891786575317383,RRT*,env,4,0.1,0.0,375,375,0.0
2024-12-22-13-27-29,0.05492281913757324,RRT,env,4,0.1,0.0,375,375,0.0
2024-12-22-13-27-29,0.2069411277770996,RRT*,env,4,0.1,0.0,375,375,0.0
2024-12-22-13-27-30,0.05590486526489258,RRT,env,4,0.1,0.0,375,338,83.14697150114684
2024-12-22-13-27-30,0.7368385791778564,RRT*,env,4,0.1,0.0,375,144,64.80742278658771
2024-12-22-13-27-30,0.06512117385864258,RRT,env,4,0.1,0.0,375,80,66.53587778003775
2024-12-22-13-27-31,0.4420621395111084,RRT*,env,4,0.1,0.0,375,234,65.41274696731821
2024-12-22-13-27-31,0.05558371543884277,RRT,env,4,0.1,0.0,375,307,70.8030832621265
2024-12-22-13-27-32,1.049323320388794,RRT*,env,4,0.1,0.0,375,65,60.20661289634817
2024-12-22-13-27-32,0.05277681350708008,RRT,env,4,0.1,0.0,375,375,0.0
2024-12-22-13-27-32,0.24895834922790527,RRT*,env,4,0.1,0.0,375,325,68.86948011607984
2024-12-22-13-27-32,0.056148529052734375,RRT,env,4,0.1,0.0,375,334,73.60984623859461
2024-12-22-13-27-33,0.5722835063934326,RRT*,env,4,0.1,0.0,375,147,60.86257501703317
2024-12-22-13-27-33,0.05307269096374512,RRT,env,4,0.1,0.0,375,175,73.6822943859494
2024-12-22-13-27-34,0.8469834327697754,RRT*,env,4,0.1,0.0,375,89,68.72572916778518
2024-12-22-13-27-34,0.12042546272277832,RRT,env,4,0.1,0.0,750,344,74.36685205421244
2024-12-22-13-27-37,2.8176305294036865,RRT*,env,4,0.1,0.0,750,217,59.43498189416034
2024-12-22-13-27-37,0.14254021644592285,RRT,env,4,0.1,0.0,750,243,82.15048089858101
2024-12-22-13-27-40,3.4723989963531494,RRT*,env,4,0.1,0.0,750,129,66.91162633927405
2024-12-22-13-27-40,0.11572957038879395,RRT,env,4,0.1,0.0,750,252,75.05859468308839
2024-12-22-13-27-42,1.5671272277832031,RRT*,env,4,0.1,0.0,750,387,65.65214610529931
2024-12-22-13-27-42,0.1250154972076416,RRT,env,4,0.1,0.0,750,529,67.16183211982822
2024-12-22-13-27-44,1.5415544509887695,RRT*,env,4,0.1,0.0,750,481,64.82572565713195
2024-12-22-13-27-44,0.13441944122314453,RRT,env,4,0.1,0.0,750,205,72.68326670582601
2024-12-22-13-27-46,2.1442575454711914,RRT*,env,4,0.1,0.0,750,330,64.7842797253918
2024-12-22-13-27-46,0.12841105461120605,RRT,env,4,0.1,0.0,750,180,65.6546129007963
2024-12-22-13-27-48,1.693220853805542,RRT*,env,4,0.1,0.0,750,299,66.76337085753873
2024-12-22-13-27-48,0.11471867561340332,RRT,env,4,0.1,0.0,750,750,0.0
2024-12-22-13-27-50,2.1909000873565674,RRT*,env,4,0.1,0.0,750,233,64.66318204661175
2024-12-22-13-27-50,0.12706637382507324,RRT,env,4,0.1,0.0,750,214,70.41886701591116
2024-12-22-13-27-53,3.021040678024292,RRT*,env,4,0.1,0.0,750,260,62.707490187224245
2024-12-22-13-27-53,0.13654732704162598,RRT,env,4,0.1,0.0,750,416,75.3666225798577
2024-12-22-13-27-55,1.5501902103424072,RRT*,env,4,0.1,0.0,750,339,61.39894560844886
2024-12-22-13-27-55,0.1396024227142334,RRT,env,4,0.1,0.0,750,319,75.1112755002841
2024-12-22-13-27-58,2.511798858642578,RRT*,env,4,0.1,0.0,750,137,58.94028504872014
2024-12-22-13-27-58,0.31321191787719727,RRT,env,4,0.1,0.0,1500,247,72.50649553933346
2024-12-22-13-28-12,14.387425422668457,RRT*,env,4,0.1,0.0,1500,176,58.27777916902365
2024-12-22-13-28-13,0.32770705223083496,RRT,env,4,0.1,0.0,1500,104,68.16873913545164
2024-12-22-13-28-21,8.884098768234253,RRT*,env,4,0.1,0.0,1500,559,67.6107522054955
2024-12-22-13-28-22,0.30638694763183594,RRT,env,4,0.1,0.0,1500,198,69.39870453352921
2024-12-22-13-28-29,7.358136892318726,RRT*,env,4,0.1,0.0,1500,524,64.62420883688449
2024-12-22-13-28-29,0.31585025787353516,RRT,env,4,0.1,0.0,1500,310,69.27379039794415
2024-12-22-13-28-44,14.306450128555298,RRT*,env,4,0.1,0.0,1500,325,63.60880769371392
2024-12-22-13-28-44,0.32251787185668945,RRT,env,4,0.1,0.0,1500,342,84.45816471237302
2024-12-22-13-28-55,10.776217937469482,RRT*,env,4,0.1,0.0,1500,439,61.05593994658883
2024-12-22-13-28-55,0.3209681510925293,RRT,env,4,0.1,0.0,1500,228,66.28144252268714
2024-12-22-13-29-06,10.503438234329224,RRT*,env,4,0.1,0.0,1500,347,64.18843148283118
2024-12-22-13-29-06,0.296738862991333,RRT,env,4,0.1,0.0,1500,541,71.31990321304414
2024-12-22-13-29-16,10.516155242919922,RRT*,env,4,0.1,0.0,1500,256,61.09412711307755
2024-12-22-13-29-17,0.33638548851013184,RRT,env,4,0.1,0.0,1500,115,66.07300338005022
2024-12-22-13-29-27,9.783729076385498,RRT*,env,4,0.1,0.0,1500,447,61.673110882580204
2024-12-22-13-29-27,0.325031042098999,RRT,env,4,0.1,0.0,1500,193,74.30280970470483
2024-12-22-13-29-34,6.765940189361572,RRT*,env,4,0.1,0.0,1500,489,69.01027816279394
2024-12-22-13-29-34,0.31400489807128906,RRT,env,4,0.1,0.0,1500,438,70.99345348726646
2024-12-22-13-29-46,12.096708536148071,RRT*,env,4,0.1,0.0,1500,237,61.38940776419044
2024-12-22-13-29-47,0.5542497634887695,RRT,env,4,0.1,0.0,2250,216,69.00339991122812
2024-12-22-13-30-17,30.33254384994507,RRT*,env,4,0.1,0.0,2250,358,61.92773692635174
2024-12-22-13-30-18,0.5749750137329102,RRT,env,4,0.1,0.0,2250,174,71.68912896426411
2024-12-22-13-30-39,21.464016437530518,RRT*,env,4,0.1,0.0,2250,637,61.377932383237386
2024-12-22-13-30-40,0.5563030242919922,RRT,env,4,0.1,0.0,2250,374,71.01155185518668
2024-12-22-13-31-06,26.309783220291138,RRT*,env,4,0.1,0.0,2250,272,69.0488397035518
2024-12-22-13-31-06,0.5659873485565186,RRT,env,4,0.1,0.0,2250,389,64.06305848314997
2024-12-22-13-31-36,29.270121097564697,RRT*,env,4,0.1,0.0,2250,198,61.89173419786433
2024-12-22-13-31-36,0.5292239189147949,RRT,env,4,0.1,0.0,2250,292,74.78580066487984
2024-12-22-13-32-07,31.02480411529541,RRT*,env,4,0.1,0.0,2250,179,60.66682182214993
2024-12-22-13-32-08,0.5666563510894775,RRT,env,4,0.1,0.0,2250,222,82.87339106425986
2024-12-22-13-32-37,28.771071434020996,RRT*,env,4,0.1,0.0,2250,319,57.81332259291503
2024-12-22-13-32-37,0.5262627601623535,RRT,env,4,0.1,0.0,2250,381,77.00215450364895
2024-12-22-13-33-14,36.99097990989685,RRT*,env,4,0.1,0.0,2250,198,59.16002944477273
2024-12-22-13-33-15,0.5954148769378662,RRT,env,4,0.1,0.0,2250,451,72.84121650583324
2024-12-22-13-33-47,32.54638123512268,RRT*,env,4,0.1,0.0,2250,260,60.484312189914064
2024-12-22-13-33-48,0.576695442199707,RRT,env,4,0.1,0.0,2250,218,68.53362186345782
