fips,votes,"Percent of adults with less than a high school diploma, 2011-2015","Percent of adults with a high school diploma only, 2011-2015","Percent of adults completing some college or associate's degree, 2011-2015","Percent of adults with a bachelor's degree or higher, 2011-2015",Unemployment_rate_2015,POP_ESTIMATE_2015,Amish,Buddhist,Catholic,Christian Generic,Eastern Orthodox,Hindu,Jewish,Mainline Christian,Mormon,Muslim,Non-Catholic Christian,Other,Other Christian,Other Misc,Pentecostal / Charismatic,Protestant Denomination,Zoroastrian,MedHHInc2014,PerCapitaInc,PovertyUnder18Pct2014,PovertyAllAgesPct2014,Deep_Pov_All,Deep_Pov_Children,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units,age_total_pop,0-4_rate,5-9_rate,10-14_rate,15-19_rate,20-24_rate,25-29_rate,30-34_rate,35-39_rate,40-44_rate,45-49_rate,50-54_rate,55-59_rate,60-64_rate,65-69_rate,70-74_rate,75-79_rate,80-84_rate,85+_rate,TOT_MALE_rate,TOT_FEMALE_rate,WHITE_MALE_rate,WHITE_FEMALE_rate,BLACK_MALE_rate,BLACK_FEMALE_rate,NATIVE_AMERICAN_MALE_rate,NATIVE_AMERICAN_FEMALE_rate,ASIAN_MALE_rate,ASIAN_FEMALE_rate,HAWAIIAN_PACIFIC_MALE_rate,HAWAIIAN_PACIFIC_FEMALE_rate,MULTI_MALE_rate,MULTI_FEMALE_rate,WHITE_rate,BLACK_rate,NATIVE_AMERICAN_rate,HAWAIIAN_PACIFIC_rate,MULTI_rate,voter_turnout_rate,Democrat
18039,65187,19.2,36.9,25.8,18.1,3.8,203474,50,0,110,361,1,0,0,99,5,0,17,6,23,140,18,1,0,50192,21403,19.8,13.9,8.010136568,13.08670143,197559,77767,467.97,4.8,463.17,426.5,167.9,203474,0.074382968,0.079803808,0.079803808,0.071193371,0.064760117,0.063275898,0.062759861,0.061742532,0.062076727,0.062902386,0.0653253,0.061654069,0.055559924,0,0.032357943,0.023098774,0.017112752,0.01927519,0.49450544,0.50549456,0.441913955,0.453045598,0.031940199,0.031021162,0.003106048,0.002698133,0.005504389,0,0.000442317,0.00032928,0.011598533,0,0.894959553,0.062961361,0.005804181,0.000771597,0.011598533,0.32037017,0
18041,9530,19.6,42.8,27.8,9.8,6.5,23434,0,0,169,329,0,0,0,85,13,0,47,13,48,134,13,1,0,40122,19633,23.4,16.4,8.980530823,14.77420554,24277,10898,215.16,0.15,215.01,112.9,50.7,23434,0.053085261,0.061662542,0.061662542,0.063966886,0.057651276,0.050524878,0.050354186,0.061534522,0.065673807,0.064948366,0.070453188,0.070325169,0.073824358,0,0.045958863,0.032730221,0.023555518,0.024238286,0.494196467,0.505803533,0.478834173,0.489801144,0.008022531,0.007851839,0.000853461,0.00098148,0.001365537,0,4.27E-05,4.27E-05,0.005078092,0,0.968635316,0.015874371,0.001834941,8.53E-05,0.005078092,0.406674063,0
18043,37225,10.8,32.1,31.2,25.8,4.2,76778,0,0,328,387,0,0,0,119,16,4,100,24,122,37,7,2,0,53186,27449,17.2,11.6,5.792962225,10.08617757,74578,31968,148.96,1.02,147.93,504.1,216.1,76778,0.057803016,0.062739326,0.062739326,0.066412254,0.062895621,0.060668421,0.062413712,0.060733543,0.064367397,0.066946261,0.077287765,0.075555498,0.064940478,0,0.035491938,0.024564328,0.01674959,0.019445675,0.485555758,0.514444242,0.441715075,0.467920498,0.027156217,0.027924666,0.001445727,0.001602021,0.004923285,0,0.000182344,0.000208393,0.010133111,0,0.909635573,0.055080883,0.003047748,0.000390737,0.010133111,0.484839407,0
18045,7474,12.3,44.2,29.9,13.6,5.9,16591,0,0,69,281,0,0,0,100,0,0,2,0,105,42,31,0,0,45168,23153,19.8,14.6,4.11722402,6.652642651,17240,7865,397.88,2.22,395.66,43.6,19.9,16591,0.062503767,0.059188717,0.059188717,0.066542101,0.056657224,0.049786029,0.056114761,0.054306552,0.059188717,0.066602375,0.075824242,0.075342053,0.062202399,0,0.047194262,0.037490206,0.025073835,0.026339582,0.498342475,0.501657525,0.487734314,0.489301428,0.002109577,0.002290398,0.001567115,0.001747936,0.001265746,0,0.000301368,0.000361642,0.005364354,0,0.977035742,0.004399976,0.00331505,0.00066301,0.005364354,0.450485203,0
18047,10990,13.1,42.6,25.1,19.3,5.1,22872,0,0,410,211,0,0,0,108,0,0,71,0,19,13,0,0,0,54086,23741,15.4,11.1,7.035175879,12.055993,23087,9538,391.05,6.62,384.43,60.1,24.8,22872,0.055613851,0.063396292,0.063396292,0.070566632,0.058849248,0.047875131,0.052028681,0.058193424,0.064314446,0.067724729,0.07743092,0.076425324,0.07078524,0,0.03926198,0.029905561,0.019937041,0.018975166,0.50332284,0.49667716,0.492217559,0.488020287,0.002011193,0.001617698,0.001136761,0.00083071,0.003541448,0,0,8.74E-05,0.00441588,0,0.980237845,0.003628891,0.001967471,8.74E-05,0.00441588,0.480500175,0
18049,8374,14.7,43.6,28.4,13.2,4.8,20315,0,0,108,283,0,0,0,121,0,0,32,0,25,71,30,1,0,44762,21523,21.6,13,7.962173551,11.71044716,20836,9708,371.27,2.88,368.39,56.6,26.4,20315,0.062220034,0.066847157,0.066847157,0.066010337,0.054934777,0.052818115,0.057396013,0.060349495,0.060890967,0.059414226,0.070440561,0.073787841,0.068914595,0,0.044794487,0.033029781,0.023234063,0.021412749,0.498843219,0.501156781,0.479891706,0.484568053,0.004085651,0.003593404,0.004479449,0.003741078,0.002953483,0,0.000147674,9.84E-05,0.007285257,0,0.964459759,0.007679055,0.008220527,0.000246124,0.007285257,0.412207728,0
18051,15472,10.2,40.3,34.4,15.1,3.8,33775,0,0,372,226,0,0,0,124,0,0,6,0,18,37,38,0,0,46466,24256,16.9,11.8,4.475558681,6.177754945,33503,14645,499.16,11.68,487.49,68.7,30,33775,0.062590674,0.066025167,0.066025167,0.061702443,0.062442635,0.057142857,0.060843819,0.057853442,0.061228719,0.064781643,0.072361214,0.075558845,0.06507772,0,0.039319023,0.028956329,0.022294597,0.023419689,0.499185788,0.500814212,0.474048853,0.477453738,0.012139156,0.00938564,0.001628423,0.001450777,0.001894893,0,2.96E-05,8.88E-05,0.009444856,0,0.951502591,0.021524796,0.003079201,0.000118431,0.009444856,0.458090303,0
18053,25239,13.7,41.5,27.6,17.3,5.5,67979,0,0,66,364,0,0,0,119,6,0,41,7,32,142,16,3,0,40234,20442,30.7,20,8.616563698,15.22768417,70061,30443,414.9,0.82,414.07,169.2,73.5,67979,0.057120581,0.057547184,0.057547184,0.07712676,0.093573015,0.054752203,0.048882743,0.050618573,0.055178805,0.059709616,0.069286103,0.072537107,0.065049501,0,0.042748496,0.03353977,0.024036835,0.022874711,0.477779903,0.522220097,0.422468704,0.467467894,0.036584828,0.035775754,0.00205946,0.002103591,0.003765869,0,0.000294209,0.000117683,0.012606834,0,0.889936598,0.072360582,0.00416305,0.000411892,0.012606834,0.371276424,0
18055,13763,14.4,41.1,30.7,13.7,6.8,32441,4,0,44,339,0,0,0,91,11,0,27,11,93,73,47,1,0,41077,22491,21.9,15.5,6.113925994,7.122960605,33165,15211,545.92,3.42,542.49,61.1,28,32441,0.052063746,0.061126352,0.061126352,0.062390185,0.054961314,0.054838014,0.054498937,0.056194322,0.062945039,0.068431923,0.076939675,0.074874387,0.068616874,0,0.046576863,0.032952128,0.022163312,0.022163312,0.499768811,0.500231189,0.488918344,0.489627323,0.001941987,0.001263833,0.001849511,0.001972812,0.001479609,0,0.000123301,0.000184951,0.005456059,0,0.978545668,0.00320582,0.003822324,0.000308252,0.005456059,0.424247095,0
18057,153630,3.9,15.9,24.3,55.9,3.4,309697,0,0,302,273,7,0,1,97,8,3,4,14,41,85,9,2,0,89861,40012,5.7,4.9,2.413782322,2.681337464,274569,106772,402.44,8.17,394.27,696.4,270.8,309697,0.067637078,0.080507722,0.080507722,0.071847645,0.050568782,0.050814183,0.069548623,0.07441467,0.07901917,0.076942947,0.073219954,0.061892753,0.049696962,0,0.026742267,0.017494519,0.011353032,0.012986887,0.488945647,0.511054353,0.429209841,0.44922295,0.020407043,0.020629841,0.001039726,0.001133366,0.028702248,0,0.000271233,0.000332583,0.009315557,0,0.878432791,0.041036884,0.002173092,0.000603816,0.009315557,0.496065509,0
18059,36027,6,33.3,32.4,28.3,4.2,72520,0,0,132,321,0,0,0,105,0,0,15,0,64,119,17,0,0,68334,28722,9.4,6.9,3.379758589,4.990053993,70002,28125,307.03,1.01,306.02,228.8,91.9,72520,0.054440154,0.064644236,0.064644236,0.069787645,0.054771098,0.054205736,0.061927744,0.062120794,0.067402096,0.072007722,0.079591837,0.072297297,0.060286817,0,0.038830667,0.026103144,0.017333149,0.016781577,0.490002758,0.509997242,0.466119691,0.483907887,0.012286266,0.013030888,0.001144512,0.001420298,0.003612796,0,0.000234418,0.000179261,0.006605074,0,0.950027579,0.025317154,0.00256481,0.000413679,0.006605074,0.496787093,0
18061,18528,12.2,41.9,29.9,16,4.5,39578,0,0,225,271,0,0,0,155,7,0,21,7,53,25,15,0,0,56787,24469,15.9,10,3.721674495,5.17628565,39364,16534,486.52,2.01,484.52,81.2,34.1,39578,0.054702107,0.063419071,0.063419071,0.061119814,0.053464046,0.057355096,0.061776745,0.061776745,0.062939007,0.064909798,0.082116327,0.078629542,0.067006923,0,0.042346758,0.026934155,0.018874122,0.018242458,0.501869726,0.498130274,0.488352115,0.48552226,0.004143716,0.002450857,0.001566527,0.001566527,0.001718126,0,0.000227399,0.000252666,0.005861842,0,0.973874375,0.006594573,0.003133054,0.000480065,0.005861842,0.468138865,0
18063,75258,6.2,28.9,31.4,33.4,3.8,158192,0,1,149,301,0,11,0,91,14,2,12,31,117,69,11,0,0,70358,30018,7.9,6.4,2.446768897,3.139295229,145448,55454,408.78,1.87,406.91,357.4,136.3,158192,0.059649034,0.072816577,0.072816577,0.069491504,0.055476889,0.056355568,0.069314504,0.072114898,0.074359007,0.070907505,0.07313897,0.065553252,0.055451603,0,0.031341661,0.021429655,0.014526651,0.014659401,0.498223678,0.501776322,0.440730252,0.449359007,0.034881663,0.027416051,0.001434965,0.001498179,0.012276221,0,0.000303429,0.000316072,0.008597148,0,0.890089259,0.062297714,0.002933145,0.0006195,0.008597148,0.475738343,0
18065,20075,13.5,43.5,27.5,15.6,5.3,48985,0,0,25,371,0,0,0,107,5,0,65,5,76,90,29,0,0,41955,20165,21.8,15.5,9.661371967,16.20128268,49462,21288,394.83,2.96,391.88,126.2,54.3,48985,0.050872716,0.055384301,0.055384301,0.061957742,0.060753292,0.060161274,0.056772481,0.05995713,0.066040625,0.069286516,0.076023272,0.071450444,0.065224048,0,0.045462897,0.033275492,0.022333367,0.023537818,0.519260998,0.480739002,0.48670001,0.466693886,0.022557926,0.00416454,0.00087782,0.000816577,0.001776054,0,0,0.000122486,0.007349189,0,0.953393896,0.026722466,0.001694396,0.000122486,0.007349189,0.409819332,0
18067,36754,11.9,36.4,32.8,18.9,5,82556,5,0,126,431,0,0,0,120,7,3,26,12,70,175,31,1,0,47433,23897,24,16.8,7.544210101,10.32733486,82752,38679,293.92,0.86,293.06,282.4,132,82556,0.060262125,0.062454576,0.062454576,0.062018509,0.06113426,0.058590532,0.055937788,0.057173313,0.060371142,0.062151752,0.073501623,0.072108629,0.065785649,0,0.046622898,0.032426474,0.023656669,0.02410485,0.483586899,0.516413101,0.426244004,0.458694704,0.036980958,0.03597558,0.001950191,0.002216677,0.005414507,0,0.000193808,0.000254373,0.01280343,0,0.884938708,0.072956539,0.004166869,0.000448181,0.01280343,0.445200833,0
18069,15974,10.3,43.4,28.3,18,4.3,36630,0,0,262,350,0,0,0,140,16,0,23,16,69,109,8,0,0,49832,22875,16.6,10.7,4.345614828,4.933120628,37124,15805,387.72,5.07,382.65,97,41.3,36630,0.057111657,0.058285558,0.058285558,0.071471471,0.071444171,0.06025116,0.057002457,0.058940759,0.05970516,0.062407862,0.074529075,0.078159978,0.065001365,0,0.037564838,0.03003003,0.021239421,0.023669124,0.492355992,0.507644008,0.478241878,0.492847393,0.002866503,0.003630904,0.002347802,0.002484302,0.002648103,0,0.0003822,8.19E-05,0.005869506,0,0.971089271,0.006497406,0.004832105,0.0004641,0.005869506,0.436090636,0
18071,17532,12.5,48.1,24.4,15,4,44069,0,0,70,530,0,0,0,290,5,0,67,5,131,31,8,1,0,48368,22556,19.8,14.9,5.734102948,8.064836913,42376,18202,513.91,4.6,509.31,83.2,35.7,44069,0.071433434,0.066486646,0.066486646,0.060518732,0.058453788,0.060904491,0.065374753,0.066078196,0.064104019,0.066100887,0.070820758,0.069663482,0.059043772,0,0.036896685,0.02809231,0.019832535,0.018856793,0.499330595,0.500669405,0.473688988,0.479611518,0.006240214,0.004583721,0.001815335,0.001543035,0.010279335,0,0.001021126,0.000567292,0.006285598,0,0.953300506,0.010823935,0.00335837,0.001588418,0.006285598,0.397830675,0
18073,13331,12.1,42.8,29.8,15.3,5.8,33470,2,0,259,276,0,0,0,77,4,0,17,4,71,76,24,0,0,55190,24501,13.9,10.3,2.913249892,3.608805485,33478,13168,561.39,1.76,559.62,59.8,23.5,33470,0.057125784,0.065581117,0.065581117,0.076844936,0.068867643,0.052435016,0.055512399,0.060950105,0.062354347,0.061338512,0.07248282,0.072691963,0.06208545,0,0.040513893,0.029369585,0.018912459,0.018255154,0.498177472,0.501822528,0.482910069,0.488556917,0.005646848,0.003435913,0.001344488,0.00179265,0.002300568,0,0.000149388,0.00035853,0.005826113,0,0.971466985,0.009082761,0.003137138,0.000507918,0.005826113,0.398296982,0
18075,7962,15.9,48.6,25.4,10.1,5,21121,0,0,162,300,0,0,0,182,4,0,4,4,17,94,2,0,0,38663,19812,35.2,19.9,5.500286971,8.008857723,21253,9221,384.08,0.18,383.91,55.4,24,21121,0.07045121,0.068604706,0.068604706,0.070167132,0.061360731,0.054684911,0.054779603,0.052696369,0.061360731,0.065479854,0.072155674,0.06628474,0.063538658,0,0.03981819,0.031106482,0.019696037,0.021589887,0.492400928,0.507599072,0.481890062,0.497703707,0.003077506,0.001799157,0.000804886,0.000946925,0.001988542,0,9.47E-05,4.73E-05,0.004545239,0,0.979593769,0.004876663,0.001751811,0.000142039,0.004545239,0.376970787,0
18077,13461,13.3,39.5,29.6,17.6,4.8,32416,3,0,154,363,0,0,0,72,10,0,185,10,54,34,11,0,0,45964,22218,25.4,16.2,4.956432429,6.564863708,32428,14311,362.89,2.26,360.63,89.9,39.7,32416,0.051610316,0.057379072,0.057379072,0.071847236,0.072279121,0.058273692,0.058952369,0.05981614,0.063764808,0.065985933,0.074870434,0.076011846,0.065122162,0,0.042448174,0.02798001,0.019157206,0.019465696,0.480102419,0.519897581,0.459310217,0.495064166,0.009254689,0.011475814,0.001326505,0.001449901,0.003023198,0,0.000185094,9.25E-05,0.007002715,0,0.954374383,0.020730503,0.002776407,0.000277641,0.007002715,0.415257897,0
18079,11115,16.1,47.4,26,10.4,5.1,27897,0,0,156,268,0,0,0,51,20,0,137,20,44,16,15,2,0,43783,20812,22.2,17.5,6.778378378,9.463358338,28525,12069,378.35,1.76,376.58,75.7,32,27897,0.062049683,0.063877836,0.063877836,0.07054522,0.065455067,0.05760476,0.05229953,0.056672761,0.069469835,0.073377066,0.076137219,0.073341219,0.060651683,0,0.041617378,0.027027996,0.01591569,0.012761229,0.501380077,0.498619923,0.48682654,0.487256694,0.005699538,0.003763846,0.000932,0.000860308,0.000967846,0,0.000179231,0.000215077,0.006774922,0,0.974083235,0.009463383,0.001792307,0.000394308,0.006774922,0.398429939,0
18081,66229,8,33.8,29.7,28.5,4,149633,0,0,166,368,0,0,0,60,9,0,40,9,86,158,23,0,0,58833,28500,13.2,10.2,4.181557749,5.126114373,139654,56649,321.79,1.36,320.43,435.8,176.8,149633,0.063488669,0.068861815,0.068861815,0.069075672,0.063094371,0.061824598,0.066108412,0.067899461,0.06818683,0.067044034,0.070185053,0.064497805,0.054934406,0,0.035045745,0.024793996,0.016199635,0.017636484,0.492678754,0.507321246,0.459116639,0.475503398,0.011595036,0.008781485,0.001383385,0.001356653,0.012497243,0,0.000367566,0.000227223,0.007718886,0,0.934620037,0.020376521,0.002740037,0.000594789,0.007718886,0.442609585,0
18083,15483,12,37.8,34.9,15.2,4.6,37927,0,0,253,323,0,0,0,124,20,0,65,20,49,55,29,0,0,44077,21801,24.3,17.4,6.404818459,8.527816324,38440,17038,524.04,8.01,516.03,74.5,33,37927,0.061222876,0.057663406,0.057663406,0.085611833,0.09067419,0.057056978,0.059060827,0.053576608,0.051915522,0.055501358,0.069449205,0.070187465,0.064307749,0,0.039918791,0.031507897,0.021304084,0.023202468,0.506341129,0.493658871,0.474806866,0.467081499,0.018693807,0.013420518,0.001740185,0.000949192,0.003954966,0,0.000237298,0.000158199,0.006908007,0,0.941888364,0.032114325,0.002689377,0.000395497,0.006908007,0.408231603,0
18085,31907,14.6,37.7,27,20.7,4,78620,3,0,112,277,0,0,0,87,5,0,5,5,19,136,25,0,0,54068,25531,16.7,12,5.329915878,8.076581054,77358,37038,554.39,23.01,531.38,145.6,69.7,78620,0.064945307,0.068074281,0.068074281,0.068239634,0.066522513,0.062439583,0.063304503,0.058013228,0.059603154,0.062325108,0.069842279,0.071177817,0.062350547,0,0.038005597,0.027232256,0.018379547,0.01811244,0.49762147,0.50237853,0.476672602,0.483134063,0.006436021,0.004604426,0.001958789,0.001831595,0.005889087,0,0.00021623,0.000292546,0.006448741,0,0.959806665,0.011040448,0.003790384,0.000508776,0.006448741,0.405838209,0
18087,9552,37,33.1,20.1,9.8,3.6,38809,37,0,38,553,0,0,0,78,0,0,8,0,22,397,10,0,0,52003,19863,16.6,10.9,5.991907174,9.543666404,37128,14094,386.7,7.08,379.62,97.8,37.1,38809,0.098353475,0.091860136,0.091860136,0.08273854,0.061660955,0.060011853,0.058517354,0.055116081,0.05475534,0.053466979,0.057100157,0.055786029,0.05271973,0,0.03326548,0.023267799,0.015176892,0.013682393,0.505501301,0.494498699,0.495091345,0.485016362,0.002885929,0.00203561,0.001700636,0.001133758,0.001674869,0,5.15E-05,5.15E-05,0.004096988,0,0.980107707,0.004921539,0.002834394,0.000103069,0.004096988,0.246128475,0
18089,200247,12.8,35.4,31.4,20.4,6.8,487865,0,0,435,309,27,0,2,74,2,8,51,15,16,143,18,3,0,50774,24294,27.3,17.6,8.951729402,15.94841712,496005,208750,626.56,127.6,498.96,994.1,418.4,487865,0.062166788,0.066469208,0.066469208,0.067612967,0.065407439,0.058913839,0.06328595,0.06320396,0.062494748,0.063146567,0.070130056,0.073807303,0.063212159,0,0.034819059,0.025412768,0.018927367,0.020632757,0.484086786,0.515913214,0.35139639,0.358656596,0.113256741,0.136695602,0.002720015,0.002545786,0.007481578,0,0.000264417,0.000352557,0.008967645,0,0.710052986,0.249952343,0.005265801,0.000616974,0.008967645,0.410455761,1
18091,44994,13.4,39.2,30.2,17.2,6.3,110884,0,0,266,212,0,0,2,108,5,5,22,14,16,45,16,3,0,46243,23074,28.9,17.9,7.514134241,12.63088737,111467,48448,613.26,14.96,598.3,186.3,81,110884,0.059693013,0.059602828,0.059602828,0.061613939,0.064355543,0.064337506,0.064481801,0.06264204,0.062308358,0.065690271,0.07185888,0.074356986,0.067845677,0,0.039645034,0.027452112,0.018704231,0.019858591,0.515159987,0.484840013,0.431838678,0.421223982,0.067385736,0.046968003,0.001957,0.002543198,0.00258829,0,9.92E-05,0.000162332,0.011291079,0,0.85306266,0.114353739,0.004500198,0.000261535,0.011291079,0.405775405,0
18093,19076,12.7,42.9,30.6,13.8,6.5,45495,0,0,81,386,0,0,0,85,10,0,99,11,85,86,26,3,0,45232,23046,19.3,12.5,5.12153935,8.220255654,46134,21074,451.93,2.76,449.17,102.7,46.9,45495,0.054225739,0.060028575,0.060028575,0.063149797,0.05477525,0.053434443,0.055654468,0.058226179,0.062490384,0.066051214,0.07638202,0.074689526,0.070161556,0,0.04624684,0.032706891,0.021958457,0.022815694,0.494823607,0.505176393,0.482668425,0.489020772,0.002813496,0.002220024,0.002066161,0.001714474,0.002439829,0,0.000109902,0.000197824,0.004725794,0,0.971689197,0.00503352,0.003780635,0.000307726,0.004725794,0.419298824,0
18095,53660,12.7,39.1,30.6,17.5,5.6,129723,0,0,119,302,0,0,0,74,6,0,39,7,55,71,58,2,0,44730,22049,23.4,16.7,8.215842818,12.29554627,131636,59068,452.9,0.99,451.92,291.3,130.7,129723,0.057229635,0.060968371,0.060968371,0.063943942,0.063504544,0.06261804,0.061261303,0.062517826,0.063311826,0.066526368,0.071151608,0.068800444,0.063751224,0,0.041920091,0.029701749,0.021838841,0.02184655,0.498284807,0.501715193,0.435551136,0.44970437,0.047747894,0.037680288,0.00243596,0.001626543,0.002628678,0,0.000246679,0.000285223,0.00967446,0,0.885255506,0.085428182,0.004062502,0.000531903,0.00967446,0.413650625,0
18097,361070,15,28.5,28.3,28.3,5,939020,0,2,223,292,1,0,6,99,5,2,56,20,42,71,17,4,0,42700,24145,31.4,21.3,9.785,14.557027,903393,417862,403.01,6.71,396.3,2279.6,1054.4,939020,0.074882324,0.071113501,0.071113501,0.061263871,0.072428702,0.087424123,0.077647973,0.067315925,0.061558859,0.060077528,0.066265894,0.065387319,0.054224617,0,0.026322123,0.018818556,0.013984793,0.01607527,0.482083449,0.517916551,0.322923899,0.335476348,0.12885668,0.15105855,0.002649571,0.002330089,0.01384848,0,0.000329066,0.000319482,0.013475751,0,0.658400247,0.279915231,0.00497966,0.000648548,0.013475751,0.384517902,1
18099,18008,15.5,40.5,25.8,18.3,4.1,46857,1,0,86,304,0,0,0,123,5,0,10,5,21,115,15,1,0,52508,22580,15.8,10.9,5.203086833,6.07716231,47051,19845,449.74,6.11,443.63,106.1,44.7,46857,0.062295922,0.070661801,0.070661801,0.070213629,0.060481892,0.055551999,0.055274559,0.056875173,0.05947884,0.063640438,0.070917899,0.070256312,0.064878247,0,0.038884265,0.027808012,0.021554944,0.025076296,0.495763707,0.504236293,0.47905329,0.488251489,0.005463431,0.003670743,0.001942079,0.001728664,0.002902448,0,0.000362806,0.000320123,0.006039653,0,0.967304778,0.009134174,0.003670743,0.000682929,0.006039653,0.384318245,0
18101,4807,17,43.1,27.8,12.1,4.2,10226,34,0,507,347,0,0,0,145,0,0,7,0,59,95,5,0,0,48381,23038,18.8,13.5,5.162936788,9.434746467,10334,4786,340.41,4.67,335.74,30.8,14.3,10226,0.063759046,0.060434187,0.060434187,0.065421475,0.05583806,0.049383923,0.057109329,0.05515353,0.063465676,0.061314297,0.077449638,0.078818697,0.072364561,0,0.043516527,0.034715431,0.019949149,0.01769998,0.505280657,0.494719343,0.495403872,0.484549188,0.001955799,0.000977899,0.001858009,0.001662429,0.00088011,0,0,9.78E-05,0.005182867,0,0.979953061,0.002933698,0.003520438,9.78E-05,0.005182867,0.470076276,0
18103,13440,15.3,42.7,30.1,11.9,5.2,35862,0,0,60,328,0,0,0,102,12,0,56,13,81,58,30,0,0,41065,21209,23.3,17.1,7.345078447,11.24631741,36903,15479,377.39,3.55,373.84,98.7,41.4,35862,0.051056829,0.059924154,0.059924154,0.062824159,0.063521276,0.063577045,0.06145781,0.067676092,0.067927054,0.068763594,0.073587642,0.069572249,0.063744353,0,0.038787575,0.028275054,0.017539457,0.02066254,0.536277954,0.463722046,0.479253806,0.438876806,0.041074117,0.007361553,0.00465674,0.004573086,0.001784619,0,0.000139423,0.000223077,0.009369249,0,0.918130612,0.04843567,0.009229825,0.000362501,0.009369249,0.374769951,0
18105,57623,7.6,22.3,25.1,45,4.9,144705,0,2,151,197,0,0,3,80,12,4,17,28,49,43,12,1,0,43841,23837,19,24,16.23206271,9.93315508,137974,59107,411.32,16.81,394.51,349.7,149.8,144705,0.044020594,0.044117342,0.044117342,0.105918939,0.194132891,0.086382641,0.06319754,0.054089354,0.047116547,0.048560865,0.050903562,0.05200926,0.049894613,0,0.026958294,0.018783041,0.014463909,0.016150098,0.498614422,0.501385578,0.431042466,0.437697384,0.01763588,0.017373277,0.001395943,0.0016931,0.035962821,0,0.000366262,0.000255693,0.01221105,0,0.86873985,0.035009157,0.003089043,0.000621955,0.01221105,0.398210152,1
18107,15101,11.6,44.2,28.2,16,4,38227,0,0,137,351,0,0,0,95,9,0,49,9,121,78,9,0,0,46945,22392,18.5,12.3,7.497053261,13.44917877,38124,16535,505.45,0.83,504.61,75.6,32.8,38227,0.061291757,0.06385539,0.06385539,0.067648521,0.070839982,0.056086013,0.056635362,0.054071729,0.060847045,0.063279881,0.074816229,0.073796008,0.061814948,0,0.041227405,0.032333168,0.021215371,0.022784943,0.502393596,0.497606404,0.482800115,0.480838151,0.006827635,0.004316321,0.002302038,0.001883485,0.003479216,0,0.000235436,0.000183117,0.006749156,0,0.963638266,0.011143956,0.004185523,0.000418552,0.006749156,0.395034923,0
18109,31180,11.7,41.6,31,15.7,4.6,69648,0,0,87,308,0,0,0,67,7,0,48,8,90,78,22,0,0,54849,25245,17.6,11.5,5.021942657,8.960203834,68894,27754,409.43,5.46,403.97,170.5,68.7,69648,0.055263611,0.063634275,0.063634275,0.066390995,0.059183322,0.05513439,0.056010223,0.056943487,0.064409603,0.07255054,0.079485412,0.07826499,0.066793016,0,0.039828854,0.026849299,0.018090972,0.014874799,0.494888583,0.505111417,0.482368482,0.492792327,0.003331036,0.002498277,0.001679876,0.001277854,0.002153687,0,0.000229727,0.000229727,0.005125775,0,0.975160809,0.005829313,0.00295773,0.000459453,0.005125775,0.447679761,0
18111,5791,14,49.5,26.8,9.7,5.7,14008,0,0,280,221,0,0,0,71,0,0,52,0,78,11,7,0,0,51285,24389,17.9,11.5,6.341217916,10.86683417,14244,6030,403.44,1.68,401.76,35.5,15,14008,0.047472873,0.060822387,0.060822387,0.066533409,0.054897202,0.052541405,0.053255283,0.059822958,0.060179897,0.063392347,0.079454597,0.081382067,0.073243861,0,0.050185608,0.033338093,0.019703027,0.022986865,0.508780697,0.491219303,0.494074814,0.477370074,0.00449743,0.003141062,0.002784123,0.002070246,0.001070817,0,0.000428327,0.00064249,0.005925186,0,0.971444889,0.007638492,0.004854369,0.001070817,0.005925186,0.413406625,0
18113,16890,15.7,41.1,28.9,14.3,4.2,47733,0,0,122,215,0,0,0,133,7,6,0,14,2,70,9,0,0,50997,22821,16.5,11.1,6.409593937,11.31478087,47536,20109,417.43,6.59,410.84,115.7,48.9,47733,0.063205749,0.071187648,0.071187648,0.070768651,0.061299311,0.059330023,0.057109337,0.061739258,0.062807701,0.064127543,0.071941843,0.072297991,0.0629334,0,0.036620367,0.023065804,0.016068548,0.02040517,0.498816333,0.501183667,0.484549473,0.487356755,0.004902269,0.00307963,0.001948338,0.001696939,0.001906438,0,0.000293298,0.000209499,0.005216517,0,0.971906228,0.007981899,0.003645277,0.000502797,0.005216517,0.353843253,0
18115,2917,12.6,49.4,25,12.9,5.4,5938,0,0,0,287,0,0,0,60,0,0,102,0,97,26,0,0,0,51403,23906,16.9,11.1,3.420963937,2.624894157,6128,2784,87.43,1.29,86.14,71.1,32.3,5938,0.044964635,0.048332772,0.048332772,0.055574267,0.044964635,0.055574267,0.049343213,0.056079488,0.061973729,0.061636915,0.089087235,0.088582014,0.077298754,0,0.057763557,0.037386325,0.0220613,0.0220613,0.502357696,0.497642304,0.491579656,0.486864264,0.003536544,0.002357696,0.000673627,0.001347255,0.001178848,0,0.000168407,0,0.005220613,0,0.978443921,0.00589424,0.002020882,0.000168407,0.005220613,0.491242843,0
