fips,votes,"Percent of adults with less than a high school diploma, 2011-2015","Percent of adults with a high school diploma only, 2011-2015","Percent of adults completing some college or associate's degree, 2011-2015","Percent of adults with a bachelor's degree or higher, 2011-2015",Unemployment_rate_2015,POP_ESTIMATE_2015,Amish,Buddhist,Catholic,Christian Generic,Eastern Orthodox,Hindu,Jewish,Mainline Christian,Mormon,Muslim,Non-Catholic Christian,Other,Other Christian,Other Misc,Pentecostal / Charismatic,Protestant Denomination,Zoroastrian,MedHHInc2014,PerCapitaInc,PovertyUnder18Pct2014,PovertyAllAgesPct2014,Deep_Pov_All,Deep_Pov_Children,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units,age_total_pop,0-4_rate,5-9_rate,10-14_rate,15-19_rate,20-24_rate,25-29_rate,30-34_rate,35-39_rate,40-44_rate,45-49_rate,50-54_rate,55-59_rate,60-64_rate,65-69_rate,70-74_rate,75-79_rate,80-84_rate,85+_rate,TOT_MALE_rate,TOT_FEMALE_rate,WHITE_MALE_rate,WHITE_FEMALE_rate,BLACK_MALE_rate,BLACK_FEMALE_rate,NATIVE_AMERICAN_MALE_rate,NATIVE_AMERICAN_FEMALE_rate,ASIAN_MALE_rate,ASIAN_FEMALE_rate,HAWAIIAN_PACIFIC_MALE_rate,HAWAIIAN_PACIFIC_FEMALE_rate,MULTI_MALE_rate,MULTI_FEMALE_rate,WHITE_rate,BLACK_rate,NATIVE_AMERICAN_rate,HAWAIIAN_PACIFIC_rate,MULTI_rate,voter_turnout_rate,Democrat
24023,12905,11.6,42.2,27.1,19,6.5,29460,27,0,51,338,0,0,0,156,6,0,13,6,42,39,44,3,0,47441,24974,19.7,12.4,4.655780357,8.953468839,30097,18854,655.74,8.63,647.1,46.5,29.1,29460,0.049490835,0.04976239,0.04976239,0.060828242,0.060217244,0.055600815,0.051527495,0.053360489,0.060930075,0.065580448,0.077494908,0.080346232,0.073183978,0,0.053903598,0.036727766,0.024304141,0.024983028,0.497861507,0.502138493,0.48424983,0.489680923,0.007162254,0.003869654,0.000678887,0.000916497,0.001086219,0,3.39E-05,0,0.004650373,0,0.973930754,0.011031908,0.001595384,3.39E-05,0.004650373,0.438051595,0
24025,124224,7.1,28.1,30.9,33.8,5,250290,0,0,368,194,3,0,2,117,7,0,27,10,17,22,9,1,0,79403,35763,9.8,8,4.120566222,6.41254681,244826,95554,526.64,89.55,437.09,560.1,218.6,250290,0.055299852,0.061776339,0.061776339,0.066950338,0.060821447,0.060909345,0.062986935,0.058620001,0.063354509,0.071856646,0.081693236,0.07660314,0.062016061,0,0.037820129,0.024987015,0.01717208,0.017743418,0.489368333,0.510631667,0.395073714,0.408130569,0.065268289,0.070825842,0.001594151,0.001578169,0.014175556,0,0.000515402,0.000471453,0.01274122,0,0.803204283,0.136094131,0.00317232,0.000986855,0.01274122,0.496320268,0
24027,146401,4.8,14.2,20.3,60.6,3.9,313414,0,2,380,210,0,0,12,99,8,1,28,28,5,59,12,10,0,106871,48243,7.1,6.1,2.429555332,3.195297889,287085,109282,253.39,2.65,250.74,1144.9,435.8,313414,0.059678253,0.06640099,0.06640099,0.068187764,0.058944399,0.058654049,0.065632039,0.067578347,0.071333763,0.075877274,0.080484599,0.070826447,0.05641739,0,0.032659677,0.020276695,0.013352945,0.014255904,0.489655855,0.510344145,0.294568845,0.297587217,0.088569751,0.101147364,0.002144129,0.002016502,0.08607784,0,0.000379689,0.000405215,0.0179156,0,0.592156062,0.189717115,0.004160631,0.000784904,0.0179156,0.467116976,1
24029,9166,13,33.2,23.9,30,5.4,19787,0,0,256,363,0,0,0,284,0,0,1,3,3,53,15,9,0,53288,28411,21,13.8,7.517010476,8.948339483,20197,10549,413.45,136.42,277.03,72.9,38.1,19787,0.044170415,0.046697327,0.046697327,0.071208369,0.07434174,0.057512508,0.048617779,0.041946733,0.0440188,0.052761914,0.069641684,0.077272957,0.071865366,0,0.067569616,0.041340274,0.031586395,0.037499368,0.478698135,0.521301865,0.392378835,0.423560924,0.072219134,0.080557942,0.001566685,0.001111841,0.004548441,0,0.000303229,0.000303229,0.007681811,0,0.815939758,0.152777076,0.002678526,0.000606459,0.007681811,0.463233436,0
24031,408300,8.8,14,19.3,57.9,4,1040116,0,6,262,187,6,5,30,70,12,12,46,73,9,41,7,17,0,97279,48916,8.9,7.2,3.080221823,3.594755985,971777,375905,506.95,15.69,491.25,1978.2,765.2,1040116,0.065127351,0.064883148,0.064883148,0.060797065,0.057816628,0.06249976,0.069437447,0.069866246,0.068748101,0.07159586,0.073729276,0.070277738,0.059674113,0,0.032417538,0.022402309,0.016602956,0.022146568,0.481959704,0.518040296,0.300388611,0.312850682,0.088745871,0.102460687,0.003658246,0.003491918,0.07250249,0,0.000485523,0.000466294,0.016178965,0,0.613239293,0.191206558,0.007150164,0.000951817,0.016178965,0.392552369,1
24033,351091,14.4,26.1,28.5,31.1,5.3,909535,0,3,196,323,1,9,2,74,7,9,108,33,3,111,15,9,0,71904,32637,14.6,10.3,4.663679001,5.490910907,863420,328182,498.84,16.15,482.69,1788.8,679.9,909535,0.065858928,0.064139368,0.064139368,0.065776468,0.073061509,0.077238369,0.073087897,0.0696004,0.067138703,0.070383218,0.073168157,0.067740109,0.056260617,0,0.029220426,0.019431908,0.012293095,0.011598234,0.481833025,0.518166975,0.141407422,0.127254036,0.298708681,0.347406092,0.005705113,0.004704602,0.022642339,0,0.00096203,0.000898261,0.012407439,0,0.268661459,0.646114773,0.010409715,0.001860291,0.012407439,0.386011533,1
24035,24633,8.6,29.9,26.5,34.9,4.6,48904,1,0,279,223,0,0,0,169,4,0,4,4,6,17,19,3,0,80650,38392,10.9,7.5,3.113530197,5.051237871,47798,20140,510.69,138.78,371.91,128.5,54.2,48904,0.051406838,0.059647473,0.059647473,0.063123671,0.052102078,0.051590872,0.051672665,0.050159496,0.060301816,0.077887289,0.088356781,0.081895142,0.066804351,0,0.050732046,0.030488304,0.019568951,0.017667266,0.495071978,0.504928022,0.442356453,0.451987567,0.036070669,0.033862261,0.002269753,0.002126615,0.005255194,0,0.000286275,0.000143138,0.008833633,0,0.894344021,0.06993293,0.004396368,0.000429413,0.008833633,0.503701129,0
24037,45169,9.4,30.6,29.5,30.6,5,111413,0,0,456,130,0,0,0,73,10,0,16,11,1,30,9,0,0,84686,36602,12.4,8.6,3.693786604,4.982530208,105151,41282,764.25,407.07,357.18,294.4,115.6,111413,0.065513001,0.069578954,0.069578954,0.069094271,0.067963344,0.071015052,0.068878856,0.060567438,0.062883146,0.072576809,0.078805884,0.068214661,0.052282947,0,0.030947915,0.021469667,0.014172493,0.013777566,0.498595317,0.501404683,0.396820838,0.391956055,0.071068906,0.073994956,0.002333659,0.001974635,0.012269663,0,0.000493659,0.000583415,0.015608591,0,0.788776893,0.145063861,0.004308294,0.001077074,0.015608591,0.405419475,0
24039,8768,19.5,43.2,22.5,14.8,8.3,25768,5,0,6,217,0,0,0,152,0,0,23,2,3,10,23,0,0,38376,16471,32.6,25.5,11.42485022,14.88549618,26470,11130,610.35,290.63,319.72,82.8,34.8,25768,0.051071096,0.046258926,0.046258926,0.078779882,0.128104626,0.069271965,0.060579013,0.055068302,0.056271344,0.058522198,0.066788265,0.066982304,0.061122322,0,0.038807824,0.026544551,0.019481527,0.02014126,0.536789817,0.463210183,0.277514747,0.262728966,0.241035393,0.18259081,0.002794163,0.001513505,0.004889786,0,0.000310463,0.000232847,0.010245265,0,0.540243713,0.423626203,0.004307668,0.00054331,0.010245265,0.340266998,0
24041,18731,11.5,27.9,26.7,33.9,5.1,37512,0,0,241,293,0,0,9,210,0,0,15,13,16,27,27,0,0,54836,37661,17.9,11.7,3.978638184,6.417262155,37782,19577,476.81,208.27,268.54,140.7,72.9,37512,0.046785029,0.052889742,0.052889742,0.048997654,0.048571124,0.050463852,0.047184901,0.044679036,0.051476861,0.060114097,0.071150565,0.075682448,0.076348902,0,0.069764342,0.050250586,0.034708893,0.037907869,0.474408189,0.525591811,0.395686714,0.436873534,0.061367029,0.070697377,0.001652804,0.001812753,0.006264662,0,0.0011463,0.000933035,0.00829068,0,0.832560247,0.132064406,0.003465558,0.002079335,0.00829068,0.499333547,0
24043,60731,13.3,38.1,28.7,19.9,5.8,149585,1,0,127,302,0,0,1,143,10,2,12,15,33,47,43,12,0,54606,27173,19.9,13.8,5.741108761,10.31300776,147430,60814,467.34,9.56,457.78,322.1,132.8,149585,0.058515225,0.06015309,0.06015309,0.061356419,0.061423271,0.066764716,0.061831066,0.061089013,0.065461109,0.072253234,0.076337868,0.069271652,0.060273423,0,0.038432998,0.027837016,0.020904502,0.023057125,0.508841127,0.491158873,0.41423271,0.425009192,0.070561888,0.041107063,0.001831734,0.001544272,0.008590434,0,0.000320888,0.000394425,0.013303473,0,0.839241903,0.111668951,0.003376007,0.000715312,0.013303473,0.405996591,0
24045,38722,12.1,31.9,27.5,28.5,6.8,102370,0,0,94,313,0,0,2,160,9,3,29,17,7,101,13,4,0,51927,26298,23.5,16.9,8.976072787,11.22303482,98733,41192,400.24,25.79,374.44,263.7,110,102370,0.058610921,0.061727068,0.061727068,0.087525642,0.105861092,0.061834522,0.057770831,0.055846439,0.053912279,0.05771222,0.066386637,0.066083814,0.059480316,0,0.036192244,0.023297841,0.017964247,0.018941096,0.476350493,0.523649507,0.325573899,0.354781674,0.120416138,0.1359578,0.002305363,0.001729022,0.014945785,0,0.000810784,0.000420045,0.012298525,0,0.680355573,0.256373938,0.004034385,0.001230829,0.012298525,0.378255348,0
24047,25571,10.8,31.6,27.4,30.2,10.6,51540,0,0,319,314,3,0,7,199,0,0,74,8,2,22,15,1,0,55691,33376,20.5,11.9,4.070270696,5.919615553,51454,55749,694.86,226.58,468.28,109.9,119.1,51540,0.043888242,0.047594102,0.047594102,0.050038805,0.053938688,0.054481956,0.046895615,0.045653861,0.050349243,0.063174234,0.075649981,0.077861855,0.078967792,0,0.067869616,0.049088087,0.032770664,0.029220023,0.485118355,0.514881645,0.402793946,0.423923166,0.063814513,0.072487388,0.001688009,0.002173069,0.007489329,0,0.000194024,0.000213426,0.009138533,0,0.826717113,0.136301901,0.003861079,0.000407451,0.009138533,0.496138921,0
24510,208980,17.5,29.8,24.1,28.7,7.7,621849,0,0,228,301,8,0,43,108,2,5,68,53,1,108,9,4,0,41895,25062,32.2,23.3,12.02821044,19.28272981,620961,296685,92.05,11.11,80.94,7671.5,3665.3,621849,0.066416445,0.060331367,0.060331367,0.058490084,0.07739017,0.102148592,0.086143099,0.065287554,0.05528995,0.05921534,0.06711758,0.067196377,0.056524976,0,0.029126042,0.020641667,0.015111386,0.016648736,0.47129287,0.52870713,0.158287623,0.158696082,0.28703592,0.342235816,0.002201499,0.00215808,0.013477548,0,0.000554797,0.000361824,0.009735482,0,0.316983705,0.629271736,0.004359579,0.000916621,0.009735482,0.336062292,1
25001,132667,4.9,24.9,30.1,40.1,6.3,214333,0,0,803,110,1,0,7,77,3,2,7,21,12,9,8,0,0,64150,36964,13.4,8.9,3.885778381,5.220078988,215888,160281,1305.54,911.81,393.72,548.3,407.1,214333,0.038104258,0.0419954,0.0419954,0.049553732,0.05235778,0.043003177,0.044225574,0.042126038,0.046138485,0.060130731,0.076894365,0.086715531,0.087611334,0,0.069387355,0.048382657,0.037026496,0.040978291,0.476384878,0.523615122,0.441975804,0.490778368,0.014617441,0.012144653,0.003825822,0.003583209,0.006457242,0,0.000335926,0.000270607,0.009172643,0,0.932754172,0.026762094,0.007409032,0.000606533,0.009172643,0.618976079,1
25003,64507,9.3,31.7,27.4,31.6,5.6,127828,0,0,766,99,1,0,21,60,4,0,15,27,6,15,1,0,0,49890,30168,20.4,13,5.406691234,8.525296927,131219,68508,946.43,19.6,926.82,141.6,73.9,127828,0.042995275,0.04604625,0.04604625,0.064578965,0.068185374,0.051021685,0.052813155,0.049809119,0.053775386,0.065142222,0.07957568,0.082736177,0.076696811,0,0.049065932,0.034554245,0.027349251,0.034914103,0.483649905,0.516350095,0.446349783,0.480583284,0.017500078,0.014746378,0.001509841,0.001228213,0.006665206,0,0.000195575,0.000258159,0.011429421,0,0.926933066,0.032246456,0.002738054,0.000453735,0.011429421,0.504639046,1
25005,246068,17.2,30.2,26.7,25.9,6.3,556772,0,1,1046,69,2,3,4,29,1,1,8,14,4,20,4,2,0,57732,29173,17.4,12.4,5.088932529,7.632514255,548285,230535,691.23,138.13,553.1,991.3,416.8,556772,0.051712371,0.057585511,0.057585511,0.065191856,0.068672634,0.063200017,0.06061368,0.059650988,0.064830846,0.073448377,0.07810558,0.073843512,0.061540451,0,0.038150266,0.025434109,0.019690286,0.024672577,0.484889686,0.515110314,0.435244588,0.46457796,0.024688742,0.024248705,0.003482575,0.002823418,0.010771016,0,0.000513675,0.000492122,0.01018909,0,0.899822549,0.048937447,0.006305992,0.001005798,0.01018909,0.441954696,1
25007,11434,6.8,23.1,29.8,40.3,6.9,17299,0,4,350,116,0,0,55,49,5,0,33,69,28,0,9,0,0,61259,33738,13.4,9,7.363278923,10.22977652,16535,17188,490.96,387.72,103.25,160.2,166.5,17299,0.04728597,0.054107174,0.054107174,0.049771663,0.047979652,0.049309209,0.058211457,0.057228742,0.059194173,0.068327649,0.082143477,0.080871727,0.087924157,0,0.050523152,0.030175155,0.021099486,0.024221053,0.495230938,0.504769062,0.447713741,0.457483092,0.019596508,0.018787213,0.007168044,0.005607261,0.003179375,0,0.000404648,0.000289034,0.017168622,0,0.905196832,0.038383722,0.012775305,0.000693682,0.017168622,0.660963061,1
25009,376140,10.7,26.2,25.6,37.5,5.2,776043,0,1,936,74,13,0,11,43,3,0,7,21,9,8,8,1,0,70074,36035,15.5,10.7,4.794799575,7.313407121,743159,306754,828.47,335.91,492.56,1508.8,622.8,776043,0.056539393,0.058644946,0.058644946,0.066394517,0.067119992,0.060188675,0.059817562,0.058626906,0.061479841,0.0707551,0.078463436,0.075442984,0.063754199,0,0.036684823,0.025238292,0.019725711,0.024622347,0.482425587,0.517574413,0.414018295,0.447288359,0.032514951,0.032721125,0.004325791,0.004173738,0.018702572,0,0.000724187,0.000713878,0.012139791,0,0.861306654,0.065236076,0.008499529,0.001438065,0.012139791,0.484689637,1
25011,37987,7.8,27.1,29.8,35.2,4.5,70601,0,11,462,94,0,1,0,53,5,0,15,22,11,12,2,0,0,53953,29658,16.7,12,4.897976644,7.881097561,71372,33758,724.57,25.26,699.32,102.1,48.3,70601,0.044843557,0.047520573,0.047520573,0.05320038,0.056543108,0.059163468,0.05913514,0.05540998,0.058752709,0.067321993,0.078709933,0.08873812,0.087888274,0,0.043979547,0.027195082,0.019843912,0.0252546,0.488293367,0.511706633,0.459922664,0.485177264,0.008838402,0.005410688,0.001798841,0.002422062,0.007506976,0,0.000354103,0.000325774,0.009872381,0,0.945099928,0.01424909,0.004220903,0.000679877,0.009872381,0.538051869,1
25013,200220,15.2,30.8,28.3,25.8,6.8,470690,0,0,972,96,5,3,8,41,3,2,15,19,2,17,16,2,0,49072,26249,26.2,17.7,8.043859106,14.68348428,463490,192175,634.25,17.11,617.14,751,311.4,470690,0.05822091,0.060283839,0.060283839,0.072642291,0.076797892,0.066408889,0.062072702,0.056198347,0.057793877,0.065078927,0.072085661,0.071594893,0.062293654,0,0.035486201,0.024332363,0.019450169,0.025237417,0.483063163,0.516936837,0.402812892,0.429962396,0.0519089,0.056002889,0.003768935,0.00390703,0.011738087,0,0.000826446,0.000873186,0.012007903,0,0.832775287,0.107911789,0.007675965,0.001699632,0.012007903,0.425375513,1
25015,82329,6.1,24.2,25.5,44.2,4.4,161292,0,6,640,73,0,0,13,55,3,1,6,29,5,8,2,0,0,57737,29884,12.5,15,7.018603703,5.718480892,158080,62603,545.21,17.95,527.26,299.8,118.7,161292,0.035451231,0.039921385,0.039921385,0.11151824,0.153349205,0.053697642,0.050448875,0.048557895,0.049339087,0.057448603,0.067157702,0.06826129,0.06540312,0,0.034725839,0.02310096,0.01732262,0.02209037,0.466191752,0.533808248,0.414093693,0.472174689,0.014625648,0.016504228,0.001438385,0.001363986,0.024892741,0,0.000322397,0.000322397,0.010818887,0,0.886268383,0.031129876,0.002802371,0.000644793,0.010818887,0.510434491,1
25017,767337,7.6,21.1,19.3,52,4,1585139,0,7,971,76,10,2,18,42,5,3,10,45,14,14,3,2,0,84026,43667,9.6,8.9,3.94663717,4.51503547,1503085,612004,847.06,29.24,817.82,1837.9,748.3,1585139,0.055855669,0.055137751,0.055137751,0.064649851,0.069026123,0.07641475,0.07548991,0.066604254,0.064941939,0.070039284,0.074674208,0.069418518,0.058104684,0,0.032231243,0.023365774,0.018172539,0.021815752,0.488143942,0.511856058,0.39169688,0.41131661,0.02749475,0.028400033,0.001293893,0.001252256,0.056000136,0,0.000353281,0.000314799,0.011305002,0,0.80301349,0.055894783,0.002546149,0.00066808,0.011305002,0.484081838,1
25019,6404,5.2,25.4,25.7,43.7,5.5,10925,0,0,519,119,0,0,0,53,0,0,9,20,61,11,4,0,0,82596,47548,8.2,7.1,3.712702887,2.088167053,10172,11618,303.66,258.69,44.97,226.2,258.4,10925,0.063340961,0.0598627,0.0598627,0.044942792,0.046498856,0.062791762,0.079176201,0.074141876,0.077803204,0.081098398,0.079633867,0.072128146,0.061327231,0,0.031487414,0.024713959,0.014645309,0.018489703,0.506361556,0.493638444,0.440915332,0.435423341,0.046864989,0.042196796,0.001281465,0.000915332,0.006956522,0,9.15E-05,9.15E-05,0.010251716,0,0.876338673,0.089061785,0.002196796,0.000183066,0.010251716,0.58617849,1
25021,357781,6.1,21,22.2,50.6,4.3,696023,0,2,1064,66,2,0,29,46,1,6,7,45,10,4,3,0,0,90039,45375,7,6.5,3.178496609,3.576953854,670850,270359,444.35,48.24,396.11,1693.6,682.5,696023,0.054005399,0.05792912,0.05792912,0.064597003,0.061949102,0.061816923,0.062795339,0.061360041,0.064670277,0.072190143,0.079382434,0.074122551,0.062066914,0,0.035503137,0.025856904,0.020862816,0.026660039,0.479353412,0.520646588,0.385209972,0.416506351,0.034131056,0.036866598,0.000972669,0.001066057,0.049798642,0,0.000231314,0.000272979,0.00900976,0,0.801716323,0.070997654,0.002038726,0.000504294,0.00900976,0.514036174,1
25023,264168,7.7,29,28.9,34.4,5.2,510393,0,0,673,76,2,0,3,43,3,0,8,12,9,10,5,2,0,74576,35869,11.5,8.5,3.347079305,4.637082724,494919,200161,1093.25,434.18,659.08,750.9,303.7,510393,0.052965068,0.059179887,0.059179887,0.068384559,0.062214803,0.051895304,0.052751507,0.05525546,0.06249302,0.075786698,0.081190377,0.076856462,0.066750524,0,0.041759977,0.026975292,0.019261628,0.021622554,0.486840533,0.513159467,0.418420707,0.44112478,0.050304373,0.052306752,0.001559583,0.001545868,0.006649778,0,0.000895388,0.000601497,0.009010704,0,0.859545487,0.102611125,0.00310545,0.001496886,0.009010704,0.517577631,1
25025,303517,15.7,23.6,19,41.7,4.6,778121,0,6,933,102,4,3,6,24,4,10,19,40,12,29,19,7,0,54280,33522,31.5,21.5,10.85988566,14.53576687,722023,315522,120.22,62.07,58.15,12415.6,5425.6,778121,0.056779087,0.046059675,0.046059675,0.06733143,0.09924035,0.130583804,0.099062999,0.069566301,0.05951388,0.057658128,0.058101503,0.055037713,0.047445063,0,0.025597561,0.018793992,0.013544166,0.016097753,0.48443494,0.51556506,0.307305676,0.313917758,0.114561874,0.132913776,0.003816887,0.00371279,0.042620621,0,0.000813498,0.000850767,0.015316384,0,0.621223434,0.24747565,0.007529677,0.001664266,0.015316384,0.390064013,1
25027,380972,10.2,28.9,26.5,34.4,5.3,818963,0,8,778,102,3,1,5,50,3,0,11,23,11,20,10,7,0,65217,32072,15,11.5,4.974505468,6.804771714,798552,326788,1579.19,68.42,1510.77,528.6,216.3,818963,0.055057432,0.058686412,0.058686412,0.070468385,0.069795583,0.062268991,0.061240862,0.059287172,0.064603651,0.073361068,0.080296668,0.075518674,0.061605958,0,0.033471598,0.022739733,0.017478201,0.021883773,0.493121179,0.506878821,0.42786182,0.442374076,0.028352929,0.026549429,0.002031838,0.001874322,0.024325885,0,0.000313811,0.000374864,0.010234895,0,0.870235896,0.054902358,0.003906159,0.000688676,0.010234895,0.465188293,1
26001,6179,11.5,39.9,34.4,14.3,7.7,10349,0,0,146,174,0,0,0,99,0,0,17,15,15,20,32,4,0,36377,23304,30.9,17.5,6.93031657,12.52653928,10942,11073,1790.58,1116,674.59,16.2,16.4,10349,0.030341096,0.034496087,0.034496087,0.04106677,0.038264567,0.030437723,0.032756788,0.032466905,0.039617354,0.055657551,0.073533675,0.09633781,0.101748961,0,0.097014204,0.071987632,0.043192579,0.034689342,0.503043772,0.496956228,0.491931588,0.481978935,0.001546043,0.002608948,0.003671852,0.003671852,0.000966277,0,9.66E-05,9.66E-05,0.004831385,0,0.973910523,0.004154991,0.007343705,0.000193255,0.004831385,0.597062518,0
26003,4513,11.2,43.2,27.1,18.4,8.2,9383,1,0,517,173,0,0,0,133,0,0,0,0,0,32,0,6,0,45308,20798,23.3,15.5,4.651709151,6.917394224,9601,6554,5047.74,4132.67,915.07,10.5,7.2,9383,0.036022594,0.040711926,0.040711926,0.047106469,0.050516892,0.054779921,0.058616647,0.055525951,0.054033891,0.058936374,0.074709581,0.088564425,0.090376212,0,0.061174464,0.044228925,0.030160929,0.028988596,0.551529362,0.448470638,0.444527337,0.406373228,0.069274219,0.001065757,0.021315144,0.020355963,0.00298412,0,0,0.000213151,0.013428541,0,0.850900565,0.070339977,0.041671107,0.000213151,0.013428541,0.480976234,0
26005,55153,10.1,38.3,30,21.5,4,114625,0,10,181,182,0,0,0,58,1,0,3,14,31,76,7,2,0,54232,24599,15.2,11.4,5.163092449,6.221206385,111408,49426,1833.29,1008.06,825.23,135,59.9,114625,0.059454744,0.069269357,0.069269357,0.068606325,0.057151581,0.056375136,0.05861723,0.057797165,0.060109051,0.066974918,0.076649945,0.076501636,0.066407852,0,0.040235551,0.026032715,0.017038168,0.018451472,0.498826609,0.501173391,0.474739368,0.476100327,0.007642312,0.007145038,0.003890949,0.003751363,0.003568157,0,0.000139586,0.000218103,0.008846238,0,0.950839695,0.01478735,0.007642312,0.000357688,0.008846238,0.481160305,0
26007,14688,10.3,33.4,39.8,16.5,5.9,28803,0,0,455,290,0,0,0,228,5,0,15,18,16,30,8,4,0,38121,21975,26,16.8,7.377392762,12.8601921,29598,16053,1694.92,1123.06,571.86,51.8,28.1,28803,0.046175746,0.051939034,0.051939034,0.057389855,0.053883276,0.048953234,0.052008471,0.052425095,0.05527202,0.056799639,0.080234698,0.089712877,0.079748637,0,0.051696004,0.039752804,0.029753845,0.031316182,0.49227511,0.50772489,0.477762733,0.492726452,0.002291428,0.002256709,0.00249974,0.003124675,0.002603895,0,0.000416623,0.000173593,0.006700691,0,0.970489185,0.004548137,0.005624414,0.000590216,0.006700691,0.509946881,0
26009,13572,9.9,33.7,31.1,25.3,7.2,23154,0,0,186,184,0,0,0,101,0,0,5,0,25,39,9,4,0,45743,25725,22.7,13,5.558207142,11.62270899,23580,17824,601.77,126.07,475.7,49.6,37.5,23154,0.04280038,0.048285393,0.048285393,0.055109268,0.047464801,0.039172497,0.045521292,0.046385074,0.047551179,0.061587631,0.075537704,0.086464542,0.086162218,0,0.069750367,0.048760473,0.031225706,0.028288849,0.49671763,0.50328237,0.481515073,0.487907057,0.001641185,0.001382051,0.005700959,0.005441824,0.000993349,0,0.000215945,0.000302324,0.006651119,0,0.96942213,0.003023236,0.011142783,0.000518269,0.006651119,0.586162218,0
26011,7457,14.9,42.8,30.6,11.7,8.6,15261,10,0,568,175,0,0,0,134,0,0,3,10,10,19,8,0,0,36460,20663,31.5,19.9,8.351460022,15.51961459,15899,9803,680.69,317.5,363.19,43.8,27,15261,0.039840115,0.049734618,0.049734618,0.057335692,0.048686194,0.045868554,0.05006225,0.050979621,0.051045148,0.059563593,0.07876286,0.095341065,0.086101828,0,0.057597798,0.045868554,0.025162178,0.025162178,0.506388834,0.493611166,0.490138261,0.47552585,0.002096848,0.001638163,0.005897385,0.006683704,0.001113951,0,0.000327633,0.000393159,0.006814757,0,0.965664111,0.003735011,0.012581089,0.000720792,0.006814757,0.488631151,0
26013,3486,17.6,44.1,25.2,13.1,8.8,8575,0,0,539,260,0,0,0,253,0,0,0,0,0,5,0,1,0,41624,17319,21.6,15.8,7.305723592,14.40385941,8860,5270,1068.77,170.51,898.26,9.9,5.9,8575,0.045131195,0.048862974,0.048862974,0.058658892,0.060874636,0.059241983,0.059591837,0.06180758,0.059591837,0.067055394,0.075102041,0.07393586,0.080116618,0,0.050845481,0.037667638,0.020758017,0.022157434,0.549970845,0.450029155,0.380058309,0.355218659,0.075685131,0.002215743,0.071603499,0.067405248,0.001865889,0,0,0,0.020758017,0,0.735276968,0.077900875,0.139008746,0,0.020758017,0.406530612,0
26015,30265,8.7,36.6,35.5,19.2,4.1,59314,0,0,90,174,0,0,0,71,6,0,0,8,14,83,4,3,0,57235,25264,15,10.2,4.327631714,5.366882409,59173,27010,577.04,23.95,553.09,107,48.8,59314,0.052415956,0.060171292,0.060171292,0.067791752,0.055568668,0.052163064,0.055366355,0.054675119,0.059126007,0.064993088,0.082661766,0.081060121,0.071062481,0,0.044492025,0.030684156,0.01910173,0.01969181,0.502781805,0.497218195,0.488029807,0.482735948,0.003017837,0.002377179,0.002444617,0.002663789,0.002292882,0,0.000101157,8.43E-05,0.006895505,0,0.970765755,0.005395016,0.005108406,0.000185454,0.006895505,0.510250531,0
26017,52932,10.7,35.6,35.4,18.3,5.5,105659,0,0,616,218,0,0,2,177,3,0,8,8,6,22,3,0,0,46061,24538,24.7,16.8,6.94205664,10.54995377,107771,48220,630.72,188.41,442.3,243.7,109,105659,0.050729233,0.057467892,0.057467892,0.058556299,0.060685791,0.061253656,0.058149329,0.056833777,0.057941112,0.063297968,0.074342933,0.079463179,0.072374336,0,0.044766655,0.032699533,0.021805999,0.02730482,0.493218751,0.506781249,0.466434473,0.480858233,0.010117453,0.007439026,0.003170577,0.002971824,0.003028611,0,9.46E-05,8.52E-05,0.010372992,0,0.947292706,0.017556479,0.006142401,0.000179824,0.010372992,0.500970102,0
26019,10221,8.6,34.2,33,24.2,6.6,17457,0,0,53,168,0,0,0,125,0,0,3,0,21,10,4,2,0,48846,25433,18.6,11.8,4.658709005,5.320399765,17525,12199,859.57,539.86,319.7,54.8,38.2,17457,0.042962708,0.047545397,0.047545397,0.056653491,0.047316263,0.044910351,0.048977488,0.048347368,0.050352294,0.061408031,0.080483474,0.083805923,0.082545684,0,0.063126539,0.044165664,0.026923297,0.031792404,0.494873117,0.505126883,0.475511256,0.485192187,0.003322449,0.002749613,0.008191556,0.007962422,0.001260239,0,0.000229134,0,0.006358481,0,0.960703443,0.006072063,0.016153978,0.000229134,0.006358481,0.58549579,0
26021,71882,11.3,30.6,32,26.1,5,154636,0,0,220,335,0,0,1,137,5,19,42,30,13,28,39,63,0,44145,24304,26.2,17.7,7.810461392,12.26468748,156813,76922,1581.47,1013.72,567.75,276.2,135.5,154636,0.061402261,0.060665046,0.060665046,0.06316123,0.061395794,0.057729119,0.056681497,0.055659743,0.057567449,0.063115963,0.072829095,0.07582969,0.070093639,0,0.043722031,0.031389845,0.022717866,0.025323987,0.489549652,0.510450348,0.390782224,0.404724644,0.073559844,0.080317649,0.003272201,0.002864792,0.009739,0,0.000452676,0.000407408,0.011743708,0,0.795506868,0.153877493,0.006136993,0.000860084,0.011743708,0.464846478,0
